#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
Class_utility	varga_upayogiwA#varga_upayogiwA#noun#2#RM
Class_variable	varga_cara#varga_cara#noun#2#RM
Co-axial_cable	samAkRIya_kebala#samAkRIya_kebala#noun#2#RM
Co-scheduling	saha_anusUcana#saha_anusUcana#noun#2#RM
Code_division_multiple_access	kUta_viBAjana_bahu_aBigama#kUta_viBAjana_bahu_aBigama#noun#4#RM
Code_frame	kUta_Prema#kUta_Prema#UNDEFINED#1#RM
Code_generation	koda_janana#koda_janana#UNDEFINED#1#RM
Code_generator	kUta_janaka#kUta_janaka#UNDEFINED#1#RM
Code_hoisting	koda_uwWApana#koda_uwWApana#UNDEFINED#1#RM
Code_independence	kUta_anASriwa#kUta_anASriwa#UNDEFINED#1#RM
Code_independent_system	kUta_svawanwra_waMwra#kUta_svawanwra_waMwra#noun#3#RM
Code_link	kUta_kadZI#kUta_kadZI#noun#2#RM
Code_optimization	kUta_IRwamIkaraNa#kUta_IRwamIkaraNa#UNDEFINED#1#RM
Code_page	kUta_pqRTa#kUta_pqRTa#noun#2#RM
Code_page_file	kUta_pqRTa_saMcikA#kUta_pqRTa_saMcikA#UNDEFINED#1#RM
Code_segment	kUta_KaMda#kUta_KaMda#UNDEFINED#1#RM
Code_set	kUta_samuccaya#kUta_samuccaya#UNDEFINED#1#RM
Code_snippet	kqta_snipeta#kqta_snipeta#UNDEFINED#1#RM
Code_word	kUta_Sabxa#kUta_Sabxa#UNDEFINED#1#RM
Collate_to	parimilana_samAnukramiwa_karanA#parimilana_samAnukramiwa_karanA#noun#2#RM
Come_down_on_one_side_of_the_fence_or_other	sAWa_xenA_yA_na_xenA#sAWa_xenA_yA_na_xenA#noun#15#RM
Comm_Port	saMcAra_xvAraca_kAma_xvArakaca_kAma-porta#saMcAra_xvAraca_kAma_xvArakaca_kAma-porta#noun#2#RM
Command_drive_program	AxeSa_cAliwa_progrAma#AxeSa_cAliwa_progrAma#noun#3#RM
Command_drive_system	AxeSa_cAliwa_waMwra#AxeSa_cAliwa_waMwra#noun#3#RM
Common_business-oriented_language	sAmAnya_vyavasAya_unmuKI_BARA#sAmAnya_vyavasAya_unmuKI_BARA#noun#3#RM
Communication_controller	saMcAra_niyaMwraka#saMcAra_niyaMwraka#noun#2#RM
Compilation_error	saMkalana_wruti#saMkalana_wruti#noun#2#RM
Compile_time	saMkalana_kAla#saMkalana_kAla#noun#2#RM
Compile_time_diagnostic	saMkalana_kAla_nExAnika#saMkalana_kAla_nExAnika#noun#3#RM
Compile_time_macro	saMkalana_kAla_mEkro#saMkalana_kAla_mEkro#noun#3#RM
Compile_time_statement	saMkalana_kAla_kaWana#saMkalana_kAla_kaWana#noun#3#RM
Compile_tomography	saMkalana_tomogrAPI#saMkalana_tomogrAPI#noun#2#RM
Complement_base	pUraka_AXAra#pUraka_AXAra#noun#2#RM
Complementary_co-operation	pUraka_saMkriyA#pUraka_saMkriyA#noun#2#RM
Complex_number	sammiSra_saMKyA#sammiSra_saMKyA#noun#2#RM
Computational_complexity	aBikalanAwmaka_jatilawA#aBikalanAwmaka_jatilawA#noun#2#RM
Computing_machinery	aBikalana_maSInarI#aBikalana_maSInarI#noun#2#RM
Condition_code	prawibaMXa_koda#prawibaMXa_koda#noun#2#RM
Condition_variable	prawibaMXa_cara#prawibaMXa_cara#noun#2#RM
Connect_function	saMbaMXa_Palana#saMbaMXa_Palana#noun#2#RM
Connect_speed	saMbaMXa_gawi#saMbaMXa_gawi#noun#2#RM
Connect_time	saMbaMXa_kAla#saMbaMXa_kAla#noun#2#RM
Connection_oriented_communication	saMbaMXa_mUlaka_saMcAra#saMbaMXa_mUlaka_saMcAra#noun#3#RM
Connection_oriented_protocol	saMbaMXa_mUlaka_protokEYAla#saMbaMXa_mUlaka_protokEYAla#noun#3#RM
Connection_oriented_service	saMbaMXa_mUlaka_sevA#saMbaMXa_mUlaka_sevA#noun#3#RM
Connection_release	saMbaMXa_mukwi#saMbaMXa_mukwi#noun#2#RM
Connection_termination	saMbaMXa_samApwi#saMbaMXa_samApwi#noun#2#RM
Constellation_of_Network	netavarka_maMdala#netavarka_maMdala#noun#1#RM
Contra_aid	sahAyawA_ke_viruxXa#sahAyawA_ke_viruxXa#noun#2#RM
Contra_effort	viroXi_prayAsa#viroXi_prayAsa#noun#2#RM
Control-message_display	niyaMwraNaCasaMxeSa_praxarSa#niyaMwraNaCasaMxeSa_praxarSa#noun#2#RM
Control_line	niyaMwraNa_lAina#niyaMwraNa_lAina#noun#2#RM
Control_logic	niyaMwraNa_warka#niyaMwraNa_warka#noun#2#RM
Control_loop	niyaMwraNa_pASa#niyaMwraNa_pASa#noun#2#RM
Control_mark	niyaMwraNa_cinha#niyaMwraNa_cinha#noun#2#RM
Control_microprogramming	niyaMwraNa_sUkRmakramAxeSana#niyaMwraNa_sUkRmakramAxeSana#noun#2#RM
Control_mode	niyaMwraNa_viXA#niyaMwraNa_viXA#noun#2#RM
Control_number	niyaMwraNa_saMKyA#niyaMwraNa_saMKyA#noun#2#RM
Control_objective	niyaMwraNa_uxxeSya#niyaMwraNa_uxxeSya#noun#2#RM
Control_operation	niyaMwraNa_saMkriyA#niyaMwraNa_saMkriyA#noun#2#RM
Control_operator	niyaMwraNa_saMkAraka#niyaMwraNa_saMkAraka#noun#2#RM
Control_panel	niyaMwraNa_pEnala#niyaMwraNa_pEnala#noun#2#RM
Control_panel_device	niyaMwraNa_pEnala_yukwi#niyaMwraNa_pEnala_yukwi#noun#3#RM
Control_program	niyaMwraNa_kramAxeSa#niyaMwraNa_kramAxeSa#noun#2#RM
Control_register	niyaMwraka_paMjI#niyaMwraka_paMjI#noun#2#RM
Control_signal	niyaMwraka_saMkewa#niyaMwraka_saMkewa#noun#2#RM
Control_stack	niyaMwraNa_ciwi#niyaMwraNa_ciwi#noun#2#RM
Control_standard	niyaMwraNa_mAnaka#niyaMwraNa_mAnaka#noun#2#RM
Control_statement	niyaMwraNa_kaWana#niyaMwraNa_kaWana#noun#2#RM
Control_storage	niyaMwraNa_BaMdAraNa#niyaMwraNa_BaMdAraNa#noun#2#RM
Control_structure	niyaMwraNa_saMracanA#niyaMwraNa_saMracanA#noun#2#RM
Control_switch	niyaMwraNa_svica#niyaMwraNa_svica#noun#2#RM
Control_tape	niyaMwraka_tepa#niyaMwraka_tepa#noun#2#RM
Control_terminal	niyaMwraNa_tarminala#niyaMwraNa_tarminala#noun#2#RM
Control_unit	niyaMwraNa_ekaka#niyaMwraNa_ekaka#noun#2#RM
Convertible_Debenture	parivarwanIya_dibEMcara#parivarwanIya_dibEMcara#noun#2#RM
Cook's_theorem	kuka_prameya#kuka_prameya#noun#2#RM
Cost-center_accounting	lAgawa_kenxra_leKAkaMna#lAgawa_kenxra_leKAkaMna#noun#2#RM
Cost_Freight_Price	lAgawa_Ora_BAdA_mUlya#lAgawa_Ora_BAdA_mUlya#noun#3#RM
Cost_of_sales	vikraya_lAgawa#vikraya_lAgawa#noun#1#RM
Cost_per_page	prawi_pqRTa_lAgawa#prawi_pqRTa_lAgawa#noun#3#RM
Cost_strategy	lAgawa_nIwi#lAgawa_nIwi#noun#2#RM
Count-key-data_device	gaNana_kuMjI_AMkadZA_yukwi#gaNana_kuMjI_AMkadZA_yukwi#noun#2#RM
Crown_prince	yuvarAja#yuvarAja#noun#2#RM
Crown_princess	yuvarAjFI#yuvarAjFI#noun#2#RM
Data_bus	AMkadZA_basa#AMkadZA_basa#noun#2#RM
Data_capture	AMkadZA_pragrahaNa#AMkadZA_pragrahaNa#noun#2#RM
Data_carrier	AMkadZA_vAhaka#AMkadZA_vAhaka#noun#2#RM
Data_cell	AMkadZA_koRTikA#AMkadZA_koRTikA#noun#2#RM
Data_chain	AMkadZA_SrrqMKalA#AMkadZA_SrrqMKalA#noun#2#RM
Data_channel	AMkadZA_praNAla#AMkadZA_praNAla#noun#2#RM
Data_channel_multiplexer	AMkadZA_praNAla_bahusaMkewaka#AMkadZA_praNAla_bahusaMkewaka#noun#3#RM
Data_circuit	AMkadZA_paripaWa#AMkadZA_paripaWa#noun#2#RM
Data_circuit_transparency	AMkadZA_paripaWa_pAraxarSiwA#AMkadZA_paripaWa_pAraxarSiwA#noun#3#RM
Data_collection	AMkadZA_saMgraha#AMkadZA_saMgraha#noun#2#RM
Data_communication	AMkadZA_saMcAra#AMkadZA_saMcAra#noun#2#RM
Data_communication_channel	AMkadZA_saMcAra_praNAla#AMkadZA_saMcAra_praNAla#noun#3#RM
Data_communication_equipment	AMkadZA_saMcAra_upakaraNa#AMkadZA_saMcAra_upakaraNa#noun#3#RM
Data_communication_interface	AMkadZA_saMcAra_aMwarApqRTa#AMkadZA_saMcAra_aMwarApqRTa#noun#3#RM
Data_communication_network	AMkadZA_saMcAra_netavarka#AMkadZA_saMcAra_netavarka#noun#3#RM
Data_communication_service	AMkadZA_saMcAra_sevA#AMkadZA_saMcAra_sevA#noun#3#RM
Data_compaction	AMkadZA_saMGanana#AMkadZA_saMGanana#noun#2#RM
Data_compression	AMkadZA_saMpIdZana#AMkadZA_saMpIdZana#noun#2#RM
Data_connection	AMkadZA_sambaMXana#AMkadZA_sambaMXana#noun#2#RM
Data_consistency	AMkadZA_susaMgawawA#AMkadZA_susaMgawawA#noun#2#RM
Data_constant	acara_AMkadZA#acara_AMkadZA#noun#2#RM
Data_contamination	AMkadZA_saMxURaNa#AMkadZA_saMxURaNa#noun#2#RM
Data_contol_block	AMkadZA_niyaMwraNa_KaMda#AMkadZA_niyaMwraNa_KaMda#UNDEFINED#1#RM
Data_control	AMkadZA_niyaMwraNa#AMkadZA_niyaMwraNa#noun#2#RM
Data_converter	AMkadZA_parivarwaka#AMkadZA_parivarwaka#noun#2#RM
Data_crash	AkadZA_XvaMsa#AkadZA_XvaMsa#noun#2#RM
Data_declaration	AMkadZA_GoRaNA#AMkadZA_GoRaNA#noun#2#RM
Data_declaration_statement	AMkadZA_GoRaNA_kaWana#AMkadZA_GoRaNA_kaWana#noun#3#RM
Data_definition	AMkadZA_pariBARA#AMkadZA_pariBARA#noun#2#RM
Data_definition_language	detA_AMkadZA_pariBARA_BARA#detA_AMkadZA_pariBARA_BARA#noun#3#RM
Data_definition_name	detA_AMkadZA_pariBARA_nAma#detA_AMkadZA_pariBARA_nAma#noun#3#RM
Data_definition_statement	detA_AMkadZA_pariBARA_kaWana#detA_AMkadZA_pariBARA_kaWana#noun#3#RM
Data_delay	AMkadZA_vilaMba#AMkadZA_vilaMba#noun#2#RM
Data_delimiter	AMkadZA_parisImaka#AMkadZA_parisImaka#noun#2#RM
Data_density	AMkadZA_Ganawva#AMkadZA_Ganawva#noun#2#RM
Data_dependency	AMkadZA_nirBarawA#AMkadZA_nirBarawA#noun#2#RM
Data_description_entry	AMkadZA_vivaraNa_praviRti#AMkadZA_vivaraNa_praviRti#noun#3#RM
Data_description_language	AMkadZA_vivaraNa_BARA#AMkadZA_vivaraNa_BARA#noun#3#RM
Data_design	AMkadZA_aBikalpanA#AMkadZA_aBikalpanA#noun#2#RM
Data_dictionary	AMkadZA_koSa#AMkadZA_koSa#noun#2#RM
Data_directed_transmission	AMkadZA_xiRta_saMcAraNa#AMkadZA_xiRta_saMcAraNa#noun#3#RM
Data_encryption	AMkadZA_gUDZaleKana#AMkadZA_gUDZaleKana#noun#2#RM
Data_encryption_key	AMkadZA_gUDZaleKana_kuMjI#AMkadZA_gUDZaleKana_kuMjI#noun#3#RM
Data_encryption_standard	AMkadZA_gUDZaleKana__mAnaka#AMkadZA_gUDZaleKana__mAnaka#noun#3#RM
Data_entry	AMkadZA_praviRti#AMkadZA_praviRti#noun#2#RM
Data_entry_device	AMkadZA_praviRti_yukwi#AMkadZA_praviRti_yukwi#noun#3#RM
Data_error	AMkadZA_wruti#AMkadZA_wruti#noun#2#RM
Data_examination	AMkadZA_parIkRaNa#AMkadZA_parIkRaNa#noun#2#RM
Data_exchange	AMkadZA_vinimaya#AMkadZA_vinimaya#noun#2#RM
Data_field	AMkadZA_kRewra#AMkadZA_kRewra#noun#2#RM
Data_file	AMkadZA_saMcikA#AMkadZA_saMcikA#noun#2#RM
Data_flow	AMkadZA_pravAha#AMkadZA_pravAha#noun#2#RM
Data_flow_chart	AMkadZA_pravAha_saMciwra#AMkadZA_pravAha_saMciwra#noun#3#RM
Data_flow_diagram	AMkadZA_pravAha_AreKa#AMkadZA_pravAha_AreKa#noun#3#RM
Data_fragmentation	AMkadZA_KaMdana#AMkadZA_KaMdana#noun#2#RM
Data_graphics	AMkadZA_grAPiksa#AMkadZA_grAPiksa#noun#2#RM
Data_hierarchy	AMkadZA_paxAnukrama#AMkadZA_paxAnukrama#noun#2#RM
Data_in_voice	samavAka_AMkadZe#samavAka_AMkadZe#noun#3#RM
Data_independence	AMkadZA_mukwawA#AMkadZA_mukwawA#UNDEFINED#1#RM
Data_integrity	AMkadZA_samAgrawA#AMkadZA_samAgrawA#noun#2#RM
Data_interchange	AMkadZA_vinimaya#AMkadZA_vinimaya#noun#2#RM
Data_item	AMkadZA_maxa#AMkadZA_maxa#noun#2#RM
Data_level	AMkadZA_swara#AMkadZA_swara#noun#2#RM
Data_library	AMkadZA_saMgraha#AMkadZA_saMgraha#noun#2#RM
Data_link	AMkadZA_kadZI#AMkadZA_kadZI#noun#2#RM
Data_link_control_character	AMkadZA_kadZI_niyaMwraka_saMprawIka#AMkadZA_kadZI_niyaMwraka_saMprawIka#noun#4#RM
Data_link_control_layer	AMkadZA_kadZI_niyaMwraka_parawa#AMkadZA_kadZI_niyaMwraka_parawa#noun#4#RM
Data_link_layer	AMkadZA_kadZI_parawa#AMkadZA_kadZI_parawa#noun#3#RM
Data_link_protocol	AMkadZA_kadZI_protokoYla#AMkadZA_kadZI_protokoYla#noun#3#RM
Data_logging	AMkadZA_saMleKana#AMkadZA_saMleKana#noun#2#RM
Data_management	AMkadZA_prabaMXana#AMkadZA_prabaMXana#noun#2#RM
Data_management_program	AMkadZA_prabaMXana_progrAma#AMkadZA_prabaMXana_progrAma#noun#3#RM
Data_management_system	AMkadZA_prabaMXana_waMwra#AMkadZA_prabaMXana_waMwra#noun#3#RM
Data_manipulation	AMkadZA_prakalana#AMkadZA_prakalana#noun#2#RM
Data_manipulation_language	AMkadZA_prakalana_BARA#AMkadZA_prakalana_BARA#noun#3#RM
Data_mask	AMkadZA_mAska#AMkadZA_mAska#UNDEFINED#1#RM
Data_masking	AMkadZA_AcCAxana#AMkadZA_AcCAxana#noun#2#RM
Data_migration	AMkadZA_pravAsa#AMkadZA_pravAsa#noun#2#RM
Data_mining	AMkadA_Kanana#AMkadA_Kanana#noun#2#RM
Data_mode	AMkadZA_viXA#AMkadZA_viXA#noun#2#RM
Data_modeling	AMkadA_prawirUpaNa#AMkadA_prawirUpaNa#noun#2#RM
Data_models	AMkadZA_nixarSa#AMkadZA_nixarSa#noun#2#RM
Data_modem	AMkadA_moYdema#AMkadA_moYdema#noun#2#RM
Data_modification	AMkadA_Aparivarwana#AMkadA_Aparivarwana#noun#2#RM
Data_move_instruction	detA_AMkadZA_cAla_anuxeSa#detA_AMkadZA_cAla_anuxeSa#noun#3#RM
Data_multiplexer	AMkadZA_bahusaMkewaka#AMkadZA_bahusaMkewaka#noun#2#RM
Data_name	AMkadZA_nAma#AMkadZA_nAma#noun#2#RM
Data_navigation	AMkadZA_nevigeSana#AMkadZA_nevigeSana#noun#2#RM
Data_network	AMkadZA_netavarka#AMkadZA_netavarka#noun#2#RM
Data_operation	AMkadZA_pracAlana#AMkadZA_pracAlana#noun#2#RM
Data_organisation	AMkadZA_saMgaTana#AMkadZA_saMgaTana#noun#2#RM
Data_origination	AMkadZA_uxgamIkaraNa#AMkadZA_uxgamIkaraNa#noun#2#RM
Data_output	detA_AMkadZA_nirgama#detA_AMkadZA_nirgama#noun#2#RM
Data_path	AMkadZA_paWa#AMkadZA_paWa#noun#2#RM
Data_phase	AMkadZA_prAvasWA#AMkadZA_prAvasWA#noun#2#RM
Data_plotter	AMkadZA_aMkaka#AMkadZA_aMkaka#noun#2#RM
Data_pointer	AMkadZA_saMkewaka#AMkadZA_saMkewaka#UNDEFINED#1#RM
Data_preparation	AMkadZA_wEyArI#AMkadZA_wEyArI#UNDEFINED#1#RM
Data_preparation_device	AMkadZA_wEyArI_yukwi#AMkadZA_wEyArI_yukwi#noun#3#RM
Data_preprocessing	pUrvaprakramana#pUrvaprakramana#noun#2#RM
Data_privacy	gopanIya_AMkadZA#gopanIya_AMkadZA#noun#2#RM
Data_processing	AMkadZA_prakramana#AMkadZA_prakramana#noun#2#RM
Data_processing_cycle	AMkadZA_saMsAXana_cakra#AMkadZA_saMsAXana_cakra#noun#3#RM
Data_processing_machine	AMkadZA_saMsAXana_yaMwra#AMkadZA_saMsAXana_yaMwra#noun#3#RM
Data_processing_node	AMkadZA_saMsAXana_AsaMWi#AMkadZA_saMsAXana_AsaMWi#noun#3#RM
Data_processing_station	AMkadZA_prakramana_steSana#AMkadZA_prakramana_steSana#noun#3#RM
Data_processing_system	AMkadZA_prakramana_waMwra#AMkadZA_prakramana_waMwra#noun#3#RM
Data_processor	AMkadZA_saMsAXiwra#AMkadZA_saMsAXiwra#noun#2#RM
Data_protection	AMkadZA_rakRaNa#AMkadZA_rakRaNa#noun#2#RM
Data_purification	AMkadZA_SoXana#AMkadZA_SoXana#noun#2#RM
Data_receiver	AMkadZA_aBigrAhI#AMkadZA_aBigrAhI#noun#2#RM
Data_record	AMkadZA_aBileKa#AMkadZA_aBileKa#noun#2#RM
Data_reduction	AMkadZA_laGukaraNa#AMkadZA_laGukaraNa#noun#2#RM
Data_register	AMkadZA_paMjI#AMkadZA_paMjI#noun#2#RM
Data_reproduction	AMkadZA_punarUwpAxana#AMkadZA_punarUwpAxana#noun#2#RM
Data_retrieval	AMkadZA_prawinayana#AMkadZA_prawinayana#noun#2#RM
Data_review_control	AMkadZA_samIkRA_niyaMwraNa#AMkadZA_samIkRA_niyaMwraNa#noun#3#RM
Data_routine	AMkadZA_nemakA#AMkadZA_nemakA#noun#2#RM
Data_security	AMkadZA_surakRA#AMkadZA_surakRA#noun#2#RM
Data_separator	AMkadZA_pqWakkArI#AMkadZA_pqWakkArI#noun#2#RM
Data_set	AMkadZA_samuccaya#AMkadZA_samuccaya#noun#2#RM
Data_set_clocking	AMkadZA_samuccya_kAla_samAyojana#AMkadZA_samuccya_kAla_samAyojana#noun#3#RM
Data_set_definition_table	AMkadZA_samuccya_pariBARA_sAraNI#AMkadZA_samuccya_pariBARA_sAraNI#noun#4#RM
Data_set_label	AMkadZA_samuccaya_lebala#AMkadZA_samuccaya_lebala#noun#3#RM
Data_set_name	AMkadZA_samuccya_nAma#AMkadZA_samuccya_nAma#noun#3#RM
Data_set_organisation	AMkadZA_samuccaya_saMgaTana#AMkadZA_samuccaya_saMgaTana#noun#3#RM
Data_set_reference_number	AMkadZA_samuccya_saMxarBa_saMKyA#AMkadZA_samuccya_saMxarBa_saMKyA#noun#4#RM
Data_set_security	AMkadZA_samuccya_surakRA#AMkadZA_samuccya_surakRA#noun#3#RM
Data_set_utility_program	AMkadZA_samuccaya_upayogiwA_kramAxeSa#AMkadZA_samuccaya_upayogiwA_kramAxeSa#noun#4#RM
Data_signal	AMkadZA_saMkewa#AMkadZA_saMkewa#noun#2#RM
Data_signaling_rate	AMkadZA_saMkewana_xara#AMkadZA_saMkewana_xara#noun#3#RM
Data_sink	AMkadZA_aBigama#AMkadZA_aBigama#noun#2#RM
Data_source	AMkadZA_srowa#AMkadZA_srowa#noun#2#RM
Data_specification	AMkadZA_viSiRta#AMkadZA_viSiRta#noun#2#RM
Data_station	AMkadZA_kenxra#AMkadZA_kenxra#noun#2#RM
Data_storage	AMkadZA_BaMdAraNa#AMkadZA_BaMdAraNa#noun#2#RM
Data_storage_structure	AMkadZA_BaMdAraNa_saMracanA#AMkadZA_BaMdAraNa_saMracanA#noun#3#RM
Data_stream	AMkadZA_pravAha#AMkadZA_pravAha#noun#2#RM
Data_structure	AMkadZA_saMracanA#AMkadZA_saMracanA#noun#2#RM
Data_structure_algorithm	AMkadZA_saMracanA_prameya#AMkadZA_saMracanA_prameya#noun#3#RM
Data_structure_diagram	AMkadZA_saMracanA_AreKa#AMkadZA_saMracanA_AreKa#noun#3#RM
Data_switch	AMkadZA_svica#AMkadZA_svica#noun#2#RM
Data_switching_centre	AMkadZA_svicana_keMxra#AMkadZA_svicana_keMxra#noun#3#RM
Data_switching_exchange	AMkadZA_svicana_vinimaya#AMkadZA_svicana_vinimaya#noun#3#RM
Data_tablet	AMkadZA_sAraNikA#AMkadZA_sAraNikA#noun#2#RM
Data_terminal	AMkadZA_aMwaka#AMkadZA_aMwaka#noun#2#RM
Data_time	AMkadZA_kAla#AMkadZA_kAla#noun#2#RM
Data_transcription	AMkadZA_anuleKana#AMkadZA_anuleKana#noun#2#RM
Data_transcription_device	AMkadZA_anuleKana_yukwi#AMkadZA_anuleKana_yukwi#noun#3#RM
Data_transfer	AMkadZA_aMwaraNa#AMkadZA_aMwaraNa#noun#2#RM
Data_transfer_phase	AMkadZA_aMwaraNa_pravAsWA#AMkadZA_aMwaraNa_pravAsWA#noun#3#RM
Data_transfer_rate	AMkadZA_aMwaraNa_xara#AMkadZA_aMwaraNa_xara#noun#3#RM
Data_transfer_register	AMkadZA_aMwaraNa_paMjI#AMkadZA_aMwaraNa_paMjI#noun#3#RM
Data_transmission	AMkadZA_saMcaraNa#AMkadZA_saMcaraNa#noun#2#RM
Data_transmission_channel	AMkadZA_saMcaraNa_praNAlI#AMkadZA_saMcaraNa_praNAlI#noun#3#RM
Data_transmission_facility	AMkadZA_saMcaraNa_suviXA#AMkadZA_saMcaraNa_suviXA#noun#3#RM
Data_transmission_interface	AMkadZA_saMcaraNa_aMwarApqRTa#AMkadZA_saMcaraNa_aMwarApqRTa#noun#3#RM
Data_transmission_line	AMkadZA_saMcaraNa_lAina#AMkadZA_saMcaraNa_lAina#noun#3#RM
Data_transmission_service	AMkadZA_saMcaraNa_sevA#AMkadZA_saMcaraNa_sevA#noun#3#RM
Data_transmission_trap	AMkadZA_saMcaraNa_prapASa#AMkadZA_saMcaraNa_prapASa#noun#3#RM
Data_types	AMkadZA_prarUpa#AMkadZA_prarUpa#noun#2#RM
Data_under_voice	aXovAk_AMkadZA#aXovAk_AMkadZA#noun#3#RM
Data_unit	AMkadZA_ekaka#AMkadZA_ekaka#noun#2#RM
Data_validation	AMkadZA_mAnyIkaraNa#AMkadZA_mAnyIkaraNa#noun#2#RM
Dear_me	diyara_mI#diyara_mI#noun#2#RM
Dedicated_line	samarpiwa_lAina#samarpiwa_lAina#noun#2#RM
Deed_of_lease	pattA#pattA#noun#1#RM
Deed_of_partnership	sAJexArI_vileKa#sAJexArI_vileKa#noun#1#RM
Degree_of_multi-programming	bahuprogrAmana__kotica_bahukramAxeSana_koti#bahuprogrAmana__kotica_bahukramAxeSana_koti#noun#1#RM
Delay_line_memory	vilaMba_lAina_smqwi#vilaMba_lAina_smqwi#noun#3#RM
Delay_line_register	vilaMba_lAina_paMjI#vilaMba_lAina_paMjI#noun#3#RM
Delay_line_storage	vilaMba_lAina_BaMdAra#vilaMba_lAina_BaMdAra#noun#3#RM
Delay_loop_store	vilaMba_pASa_BaMdAra#vilaMba_pASa_BaMdAra#noun#3#RM
Delay_programming	vilaMba_kramAxeSana#vilaMba_kramAxeSana#noun#2#RM
Delay_time	vilaMba_kAla#vilaMba_kAla#noun#2#RM
Demand_and_Time_Liabilities	mAzga_Ora_mIyAxI_xeyawAez#mAzga_Ora_mIyAxI_xeyawAez#noun#4#RM
Depreciation_by_revaluation	punarmUlyana_xvArA_mUlyahqAsa#punarmUlyana_xvArA_mUlyahqAsa#noun#3#RM
Design_automation	prArUpa_svacAlana#prArUpa_svacAlana#noun#2#RM
Design_modem	aBikalpa_moYdema#aBikalpa_moYdema#noun#2#RM
Design_secrecy	aBikalpa_gopanIyawA#aBikalpa_gopanIyawA#noun#2#RM
Design_technique	aBikalpa_wakanIka#aBikalpa_wakanIka#noun#2#RM
Desk_top_computer	deskaCatoYpa_kaMpyUtara#deskaCatoYpa_kaMpyUtara#noun#3#RM
Desk_top_computing	deska_toYpa_aBikalana#deska_toYpa_aBikalana#UNDEFINED#1#RM
Desktop_publishing_package	deskatoYpa_prakASana_saMkula#deskatoYpa_prakASana_saMkula#noun#3#RM
Desktop_publishing_system	deskatoYpa_prakASana_waMwra#deskatoYpa_prakASana_waMwra#noun#3#RM
Develop_oriented_measures	vikAsonmuKI_upAya#vikAsonmuKI_upAya#noun#3#RM
Device_co_ordinates	yukwi_nirxeSAMka#yukwi_nirxeSAMka#noun#3#RM
Device_control_unit	yukwi_niyaMwraNa_ekaka#yukwi_niyaMwraNa_ekaka#noun#3#RM
Di_bit	xvixvayaMka#xvixvayaMka#UNDEFINED#1#RM
Diagnostic_technique	nixAna_wakanIka#nixAna_wakanIka#noun#2#RM
Diagnostic_test	nixAnArWa_parIkRaNa#nixAnArWa_parIkRaNa#noun#2#RM
Dial-up_line	dAyala_apa_lAina#dAyala_apa_lAina#noun#2#RM
Dial-up_terminal	dAyalana_aMwaka#dAyalana_aMwaka#noun#2#RM
Dial_exchange	dAyala_kenxra#dAyala_kenxra#noun#2#RM
Dial_line	dAyala_lAina#dAyala_lAina#noun#2#RM
Dial_pulse	dAyala_spaMxa#dAyala_spaMxa#noun#2#RM
Dial_repeating_trunk	dAyala_punarAvqwi_traMka#dAyala_punarAvqwi_traMka#noun#3#RM
Dial_tone	dAyala_tona#dAyala_tona#noun#2#RM
Dial_tone_delay	dAyala_tona_vilaMba#dAyala_tona_vilaMba#noun#3#RM
Dial_transfer	dAyala_sWAnAMwaraNa#dAyala_sWAnAMwaraNa#noun#2#RM
Dial_up	dAyala_apa#dAyala_apa#noun#2#RM
Dial_up_access	dAyala_apa_aBigama#dAyala_apa_aBigama#noun#3#RM
Dial_up_account	dAyala_apa_KAwA#dAyala_apa_KAwA#noun#3#RM
Digit_arithmetic	aMkIya_gaNiwa#aMkIya_gaNiwa#noun#2#RM
Digit_compression	aMka_saMpIdZana#aMka_saMpIdZana#noun#2#RM
Digit_delay_element	aMka_vilaMba_avayava#aMka_vilaMba_avayava#noun#3#RM
Digit_position	aMka_sWiwi#aMka_sWiwi#noun#2#RM
Digital_computer	aMkIya_kaMpyUtara#aMkIya_kaMpyUtara#noun#2#RM
Digital_read-out	aMkIya_paTana#aMkIya_paTana#noun#2#RM
Digitize_tablet	aMkIya_patalikA#aMkIya_patalikA#noun#2#RM
Direct_keying_device	prawyakRa_kuMjIyana_yukwi#prawyakRa_kuMjIyana_yukwi#noun#3#RM
Direct_memory_access_controller	prawyakRa_smqwi_aBigama_niyaMwraka#prawyakRa_smqwi_aBigama_niyaMwraka#UNDEFINED#1#RM
Direct_method	prawyakRa_viXi#prawyakRa_viXi#noun#2#RM
Direct_processing	prawyakRa_prakramaNa#prawyakRa_prakramaNa#noun#2#RM
Direct_transmission_satellite	prawyakRa_saMcaraNa_upagraha#prawyakRa_saMcaraNa_upagraha#noun#3#RM
Direction_angle	xiSA_koNa#xiSA_koNa#noun#2#RM
Disk_file	cakrrikA_saMcikA#cakrrikA_saMcikA#noun#2#RM
Disk_form	cakrikA_prArUpa#cakrikA_prArUpa#noun#2#RM
Disk_magnetic	cakrikA_cuMbakIya#cakrikA_cuMbakIya#noun#2#RM
Disk_memory	cakrikA_smqwi#cakrikA_smqwi#noun#2#RM
Disk_operating_system	cakrikA_pracAlana_waMwra#cakrikA_pracAlana_waMwra#noun#3#RM
