ecclesiastic commissioner	carca_kamiSnara
examiner of central excise accounts	keMxrIya_uwpAxa_Sulka_leKA_parIkRaka
examiner of documents	praleKa_parIkRaka
excavation assistant	uwKanana_sahAyaka
exccutive council	kArya_pariRax
exceedingly fine	bahuwa_baDiyA
except that	sivAya_isake_ki
excepted perils clause	apavAxI_saMkata_XArA
exception error	apavAxa_wruti
exception handling	saMcAlana_apavAxa
exception reporting	apavAxa_prawivexana
exception to the rule	niyama_kA_apavAxa
exceptional case	apavAxI_mAmalA
exceptional circumstances	apavAxI_parisWwiyAz
exceptionally large branches	bahuwa_badZI_SAKAeM
excess baggage voucher	awirikwa_sAmAna_vAucara
excess billing	awibilana
excess capacity	aXikRamawA
excess carry forward of unabsorbed investment allowance	anavaSoRiwa_niveSa_CUta_kA_aXika_agreRaNa
excess demand	aXimAMga
excess duty	aXika_Sulka
excess fare book	aXika_kirAyA_rajistara
excess fare ticket	aXika_kirAyA_tikata
excess grant	awiSaya_anuxAna
excess holding of agricultural land	awirikwa_kqRi_BUmi_kA_sWAyiwva
excess inventory	beSI_mAla
excess lending	awiSaya_aImA_se_aXika_uXAra_xenA
excess levy of duties and payment due but not made	aXika_Sulka_lagAe_jAne_Ora_xeya_rASiyoM_kA_BugawAna
excess over allotment	AbaMtana_se_aXika
excess over appropriation	viniyojana_se_aXika_FaKarcata
excess over estimate	anumAna_arAkkalana_se_aXika_FaKarcata
excess over grant	anuxAna_se_aXika_FaKarcata
excess payment	aXika_axAyagI
excess profit tax	awilABa_kara
excess profit	aXika_lABa
excess provision for income tax	Aya_kara_hewu_awirikwa_prAvaXAna_ayavasWA
excess refund	aXika_prawixAya
excess remittance	awirikwa_preRapra
excess reserves	awirikwa_prArakRiwa_niXi
excess subscription	awirikwa_aiBaxAna
excess supply	aXipUrwi
excessive created capacity	PAlawU_sqjiwa_kRamawA
exchagne at par	samamUlya_para_vinimaya
exchange above par	aXimUlya_para_vinimaya
exchange account abstract	vinimaya_leKA_sAra
exchange account objections	vinimaya_leKA_ApawwiyAM
exchange at discount	batte_para_vinimaya
exchange at premium	prImiyama_aaDOwI_para_vinimaya
exchange ban	vinimaya_niReXa
exchange bank	vinimaya_bEMka
exchange below par	avamUlya_para_vinimaya
exchange branch	vinimaya_SAKA
exchange broker	vinimaya_xalAla
exchange bureau	vinimaya_byUro_oenxra
exchange calculator	vinimaya_parigapraka_aarigapriwra
exchange clearing	vixeSI_muxrA_samASoXana
exchange coins account	vinimaya_nota_aikkA_leKA
exchange control authority	vixeSI_muxrA_niyaMwraNa_prAXikArI
exchange control copy	vixeSI_muxrA_niyaMwraNa_prawilipi
exchange control regulations	vixeSI_muxrA_niyaMwraNa_viniyamAvalI
exchange control	vinimaya_niyaMwraNa
exchange controller	vinimaya_niyaMwraka
exchange conversion	vixeSI_muxrA_parivarwana
exchange counter	vinimaya_kAuMtara
exchange department	vixeSI_muxrA_Favinimayata_viBAga
exchange earning	vixeSI_muxrA_arjana
exchange equilisation fund	vinimaya_samIkaraNa_aamakArI_niXi
exchange inspector	telIPZuna_kenxra_nirIkRaka
exchange instruction	vinimaya_anuxeSa
exchange jobber	vinimaya_jAbara
exchange management	vixeSI_vinimaya_prabaMXa
exchange market	vinimaya_bAjAra
exchange master lascar	telIPZuna_kenxra_swaMBa_laskara
exchange media	vinimaya_mAXyama
exchange memory	vinimaya_smqwi
exchange notes account	vinimaya_nota_aikkA_leKA
exchange of information	sUcanA_kA_AxAna_praxAna
exchange privilege	vinimaya_kA_viSeRAXikAra
exchange rate	vinimaya_xara
exchange ratio	vinimaya_xara_anupAwa
exchange restriction	vinimaya_prawibaMXa
exchange risk	vixeSI_muxrA_Ainimaya_joKima
exchange slip	vinimaya_parcI

exchange sort	vinimaya_SEYAtana
exchange stability	vinimaya_sWirawA
exchange stabilization fund	vinimaya_sWirIkaraNa_niXi
exchange switch board mechanic	telIPona_kenxra_svica_borda_mekEnika
exchange value	vinimaya_mUlya
exchange variation clause	vinimaya_xara_meM_xata_baDZa_saMbaMXI_Kaprda
exchange yard	anwabarxala_yArda
exchangeable base	vinimaya_yogya_ainimeya_AXAra
exchangeable disk storage	vinimeya_cakrikA_BaMdAraNa
exchangeable value	vinimeya_mUlya
exchequer bonds	rAjakoRa_bAMda_aaMXapawra
excise commissioner	uwpAxa_Sulka_Ayukwa
excise department	uwpAxa_Sulka_viBAga
excise duty	uwpAxa_Sulka
excise tax	uwpAxana_kara
excluding dues from banks	bEMkoM_se_prApya_rASi_ko_CodZakara
excluding inter bank deposits	aMwarbEMka_jamArASiyoM_ko_CodZakara
exclusion nor	apavarjI_aWavA_pUraka
exclusive dealer	ananya_vikrewA
exclusive jurisdiction	ananya_aXikAra_kRewra
exclusive or gate	apavarjI_aWavA_xvAra
exclusive or	apavarjI_aWavA
exclusive powers	ananya_SikwayAz
exclusive rights	ananya_aXikAra
excuse me	kRamA_kIjiye
executable program	niRpAxya_kramAxeSa
executable statement	niRpAxya_kaWana
execute statement	niRpAxana_kaWana
execution cycle	niRpAxana_cakra
execution error detection	niRpAxana_wruti_saMsUcana
execution of agreement	karAra_aamaJOwA_niRpAxana
execution of awards	paMca_nirNayoM_MaMcAtoM_kA_kAryAnvayana
execution of document	praleKoM_kA_niRpAxana
execution of work	nirmANa_kArya_niRpAxana
execution unit	niRpAxana_ekaka
executive agency	praSAsaka_saMsWA
executive agreement	aXiSAsI_samaJOwA
executive authority	kAryapAlaka_prAXikArI
executive branch employee	kAryakArI_viBAga_karmacArI
executive branch	kAryakArI_SAKA
executive committee	kAryakAriNI_samiwi
executive council	kArya_pariRax
executive director	kAryakArI_nirxeSaka
executive duties	prabaMXa_saMbaMXI_kArya
executive engineer	kAryapAlaka_iMjIniyara
executive officer	kAryapAlaka_aXikArI
executive staff	karmacArIvarga
executor accounts	niRpAxana_leKe
exemplary behaviour	anukaraprIya_vyavahAra
exemplary punishmen	cewAvanIpUrNa_xaMda
exempted category	CUta_prApwa_SreprI_Iarga
exempted goods	CUta_prApwa_vaswueM
exemption certificate	CUta_pramANa_pawra
exemption from payment	axAyagI_se_CUta
exemption from provision	prAvaXAna_se_CUta
exemption from taxation	karAXAna_se_CUta
exercise bike	vyAyAma_kI_sAikila
exercise machine	kasarawa_karane_kI_maSIna
exercise of power	Sikwa_prayoga
exercise of voting rights	mawAXikAra_kA_prayoga
exeution time	niRpAxana_kAla
exgratia payment	anugraha_pUrvaka_axAyagI

exhibition area	praxarSanI_kRewra
exhibition assistant	praxarSanI_sahAyaka
exhibition of losses	hAniyoM_kA_nirUpaNa
exigencies of administrative work	praSAsanika_kArya_kI_wAwkAlika_AvaSyakawAez
exigencies of puboic service	loka_sevA_kI_wAwkAlika_AvaSyakawAez
exigencies of service	sevA_kI_anivAryawAeM
exist in formal way	OpacArika_rUpa_se_vixyamAna
existing practice	vixyamAna_paripAtI
exit gate checker	nikAsa_xvAra_cekara
exit interview	nikAsa_sAkRAwkAra
exit policy	bahirgamana_nIwi
exit route	bAhara_kA_rAswA
expanded memory	prasAriwa_smqwi
expanding market	viswAraSIla_bAjAra
expanding upon	viswAra_karane_kI_kriyA
expansion effort	vqXxi_prayAsa
expansion of currency	muxrA_viswAra
expansionary impact	prasaraNa_praBAva
exparte assessment	ekapakRIya_nirXAraNa
expected output	prawyASiwa_uwpAxana
expected return	prawyASiwa_prawiPala
expedite action	kArravAWa_SIxa_a_kareM
expeditious disposal	SIxa_a_nipatAna
expenditure and appropriations	vyaya_Ora_viniyojana
expenditure audit section	vyaya_leKAparIkRA_anuBAga
expenditure capital	pUMjIgawa_Karca
expenditure control	vyaya_niyaMwraNa
expenditure department	vyaya_viBAga
expenditure estimate	Karca_anumAna_ayaya_prAkkalana
expenditure met from revenue	rAjasva_meM_se_kiyA_gayA_Karca
expenditure on works	nirmANa_kArya_Karca
expenditure rules	vyaya_niyamAvalI
expenditure sanction	Karca_kI_saMsvIkqwi_iaMjUrI
expenditure tax	vyaya_kara
expense account	vyaya_leKA
expense ratio	vyaya_anupAwa
expenses incurred but not paid	axaww_vyaya
expenses of investigation	jAMca_padZawAla_vyaya_aarca
expenses of management	prabanXa_vyaya
expenses on litigation	mukaxamebAjI_para_vyaya_aarca
experience qualification	AnuBavika_arhawA
experimental condition	parIkRaNAwmaka_parisWiwi
experimental cost sheet	prayogAwmaka_lAgawa_pawra
expert accounting committee	paWauravINa_leKAkara_samiwi
expert system	viSeRajFAmpalq_praNAlI
expired accounts	avaXi_samApwa_aAlAwIwa_KAwe
expired loan	avaXi_samApwa_aAlAwIwa_qNa
expiry of term	avaXi_kI_samApwi
explained in your letter	Apake_pawra_meM_spaRta_kiyA_gayA
explanation from the defaulter may be obtained	cUkakarwA_se_javAbawalaba_kiyA_jAe
explanation may be called for	javAba_walaba_kiyA_jAe
explanatory model	samanveRI_mOYdala_aamUnA
explanatory note	vyAKyAwmaka_tippaprI
explanatory notes	vyAKyAwmaka_tippaprI
exploitation officer	samupayojana_aXikArI
exploration assistant	Koja_sahAyaka
exploration effort	Koja_prayAsa
explosive charge	visPotaka_AveSa
exponent part	GAwAMkI_BAga
exponential time	caraXAwAMkIya_reKA
export agent	niryAwa_ejeMta
export application	niryAwa_Avexana
export baggage rules	niryAwa_asabAba
export based industry	niryAwa_praXAna_uxyoga
export bill of lading	niryAwa_laxAna_pawra
export bill	niryAwa_bila
export bills credit scheme	niryAwa_bila_qNa_yojanA
export cess	niryAwa_upakara
export contracts	niryAwa_Teke
export control	niryAwa_niyaMwraNa
export credit and guarantee corporation	niryAwa_qNa_waWA_gAraMtI_nigama
export credit guarantee scheme	niryAwa_qNa_gAraMtI_yojanA
export credit interest subsidy scheme	niryAwa_qNa_byAja_upaxAna_yojanA
export credit	niryAwa_qNa
export division	niryAwa_praBAga
export document	niryAwa_praleKa
export duty	niryAwa_Sulka
export earning	niryAwa_AmaxanI_IamAWa
export house	niryAwa_Gara
export inspection agency	niryAwa_parIkRaNa_ejeMsI
export inspection council of india	BArawIya_niryAwa_nirIkRaNa_pariRax
export instrument	niryAwa_vileKa
export letters of credit	niryAwa_sAKapawra
export licence fees	niryAwa_lAiseMsa_PIsa_aulka
export licence permit	niryAwa_lAiseMsa_paramita_anujFA_pawra
export licence	niryAwa_lAiseMsa
export market development allowance	niryAwa_bAjAra_vikAsa_moka
export market	niryAwa_bAjAra_aaMdI
export merchant	niryAwa_vyApArI
export obligation	niryAwa_xAyiwva
export of capital	pUMjI_niryAwa
export order	niryAwa_AxeSa
export oriented industry	niryAwonmuKI_uxyoga
export performance guarantee	niryAwa_niRpAxana_gAraMtI
export point	niryAwa_sWAna_aWala
export priorities	niryAwa_prAWamaikawAeM
export promotion council	niryAwa_saMvarXana_pariRax
export promotion scheme	niryAwa_saMvarXana_aikAsa_yojanA
export promotion	niryAwa_saMvarXana_aikAsa
export promotional council	niryAwa_saMvarXana_pariRaxa
export quality control	niryAwa_gupravawwA_niyaMwraNa
export quota permit	niryAwa_kotA_paramita
export risk insurance corporation	niryAwa_joKima_bImA_nigama
export sales	niryAwa_bikrI
export statistics	niryAwa_AMkadZe
export subsidy	niryAwa_upaxAna_aahAyawA
export tax	niryAwa_kara
export trade control	niryAwa_vyApAra_niyaMwraNa
export trade restriction	niryAwa_vyApAra_prawibaMXa
export trade	niryAwa_vyApAra
export traffic	niryAwa_kI_mAwrA
exportable surplus	niryAwa_yogya_aXiSeRa_aeSI
exported goods	niryAwiwa_mAla
expres authority	aiBavyawa_auspaRta_prAXikAra
express bus	wejZa_calane_vAlI_basa
express delivery	wuraMwa_viwaraNa
express letter	eksapresa_pawra
expressed inability to supply additional equipment under repeat order clause	Avarwaka_AxeSa_KaNda_ke_aXIna_awirikwa_upaskara_kI_ApUrwi_karane_meM_asamarWawA_vyakwa_kI
expropriation of shares	SeyaroM_kA_svAmiwva_haraNa
extant rules and orders	varwamAna_niyama_Ora_AxeSa
extended bond	avaXi_varXiwa_baMXa_pawra
extended machine	awixeSiwa_maSIna
extended pigeonhole principle	viswariwa_prakoRTa_sixXAMwa
extension agency	viswAra_aiBakaraNa_ajeMsI
extension cord	badA_wAra
extension counter	viswAra_kAuMtara
extension cultivation	BUmi_praXAna_aiswqwa_KewI
extension memory	viswAra_smqwi
extension of delivery date	parixAna_kI_wArIKZa_baDZAnA

extension of posts	paxowaM_kI_avaXi_baDZAnA
extension of service	sevAvaXi_baDZAnA
extension officer	viswAra_aXikArI
extent applicable	AvaSyaka_sImA
extent of guarantee	gAraMtI_IrawyABUwi_kI_sImA
extent of review	samIkRA_sImA
exterior angle	bAhya_koNa
exterior door	bAharI_xaravAjZA
external account	vixeSI_leKA_AAwA
external affairs ministry	vixeSa_maMwrAlaya
external angle	bAharI_koNa
external assistance	vixeSI_sahAyawA
external audit	bAhZaya_leKA_parIkRA
external call	bAhya_AhvAna
external debt	vixeSI_qNa
external delay	bAhya_vilaMba
external ear	bAharI_kAna
external error	bAhya_wruti
external fragmentation	bAhya_viKaMdana
external function	bAhya_Palana
external group of countries	bAhZaya_samUha_ke_xeSa
external interrupt inhibit	bAhya_aMwarAyana_saMxamana
external interrupt	bAhya_aMwarAyawa
external level	bAhya_wala
external loan	vixeSI_qNa
external memory manager	bAhq_smqwi_prabaMXaka
external memory	bAhya_smqwi
external merge	bAhya_vilaya
external modem	bAhya_mOYdema
external pager	bAhya_pejara
external path length	bAhya_paWa_laMbAI
external payments position	vixeSI_BugawAna_i_iFiAwa
external program parameter	bAhya_kramAxeSa_prAcala
external reference	vAhya_saMxarBa
external relations division	vixeSa_saMbaMXa_praBAga
external schema	bAhya_vivaraNikA
external searching	bAhya_anveRaNa
external services division	vixeSa_FaprasAraNata_sevA_praBAga
external sorting	bAhya_CaMEYtAI
external storage device	bAhya_BaMdAraNa_yukwi
external storage	bAhaya_BaMdAra_aaMdAraNa
external symbols	bAhya_prawIka
external value	bAhaya_mUlya
extra budgetary	bajata_bAhZaya_kArya
extra copy	awirikwa_prawilipi
extra cost	awirikwa_lAgawa
extra curricular	pATyewara
extra departmental branch post master	awiriwa_viBAgIya_SAKA_posta_mAstara
extra dividend	awirikwa_lABAMSa
extra duty allowance	awirikwa_dyUtI_BawwA

extra financial liability	awirikwa_viwwIya_xeyawA
extra grant	awirikwa_anuxAna
extra ordinary general meeting	asAXAraNa_sAmAnya_bETaka
extra ordinary leave	asAXAraNa_CuttI
extra ordinary pension	asAXAraNa_peMSana
extra risk	awirikwa_joKima
extra segment	awirikwa_KaMda
extra shift allowance	awirikwa_pArI_CUta
extra special	awiviSeRa
extra state remittance	rAjyewara_niXi_preRapra_awirikwa_sarakArI_niXi_kA_preRapra
extracurricular activity	pATyewara_kAryakalApa
extradition officer	prawyarpaNa_aXikArI
extramarital sex	vivAhewara_mEWuna_saMbanXa
extraordinary envoy and minister plenipotentiary	asAXAraNa_xUwa_Ora_pUrprAXikArI_maMwrI
extraordinary envoy	asAXAraNa_xUwa
extraordinary gazette	asAXAraNa_rAjapawra
extraordinary leave	asAXAraNa_CuttI
extraordinary meeting	asAXAraNa_bETaka
extraordinary pension	asAXAraNa_peMSana
extraordinary resolution	asAXAraNa_barwAva
extravagant expenditure	PijUla_Karca
extrinsic fraud	kisI_muxxayI_kA_usake_aXikAra_jAnane_yA_axAlawa_meM_unhe_praswuwa_karane_se_rokA_jAnA
eye ball	AzKa_kA_dalA
eye blink	AzKa_JapakanA
eye clinic	newra_cikiwsAlaya
eye condition	xqRti_kI_xaSA
eye contact	najZara_se_najZara_milAnA
eye disease	AzKa_kI_bImArI
eye dropper	AzKoM_meM_xavA_dAlane_kA_drApara
eye glass	caSmA
eye specialist	newra_viSeRajFa
eye witness fabrica	caSmaxIxa_gavAha
eye witness	prawyakRaxarSI
eyewitness account	caSmaxIxa_gavAha_kA_vivaraNa
fabrication of charges	Aropa_gaDZanA
fabrication of document	jAlI_xaswAveja_banAnA
fabrication of documents	praleKoM_kI_Cala_racanA_AAlI_xaswAveja_banAnA
face amount	aMkiwa_rASi
face angle	sAmane_kA_koNa
face card	wASa_ke_raMgIna_pawwe
face character printer	Palaka_saMprawIka_muxraka
face cloth	muKa_prakRAlana_vaswra
face to face	Amane_sAmane
face value	aMkiwa_mUlya
facial artery	AnanI_XamanI
facility of payment	BugawAna_suviXA
facing point	sammuKa_kAMtA
facsimile message	prawilipi_saMxeSa
facsimile signature	prawikqwi_haswAkRara
facsimile system	prawikqwi_waMwra
fact finding	waWyAnveRapra
fact upon fact	waWya_para_waWya
factor analysis	viPalawA_viSleRaNa
factor cost	upAxAna_lAgawa
factoring services	PEktiraMga_aDZawiyAM_sevAez
factors contributing to undue time lag between	ke_bIca_anuciwa_samaya_aMwarAla_ke_lie_uwwaraxAyI
factors of production	uwpAxana_ke_kAraka
factory act	PEktarI_aXiniyama
factory fuel power accounts	PEktarI_iMXana_waWA_Sikwa_leKA
factory inspector	kAraKAnA_nirIkRaka
factory manager	kAraKAnA_prabaMXaka
factory overhead expenses	PEktarI_ke_UparI_vyaya
factory sales	kAraKZAne_xvArA_bikrI
factory wages	PEktarI_majaxUrI
facts and figures	waWyoM_para_AXAriwa
facts of life	garBa_XAraNa_va_sanwAnowpawwi_kI_lEMgika_kriyA
factual data	waWya_aaswu_sAmagrI
factual information	waWyAwmaka_sUcanA
factual statement	waWyAwmaka_vivaraNa
faculty of arts	kalA_saMkAya
faculty of engineer	iMjIniyarI_saMkAya
faculty of law	viXi_saMkAya
faculty of science	vijFAna_saMkAya
fad diet	sanakI_AhAra
fade away	XIre_XIre_lopa_ho_jAnA
fag end	sabase_aMwima_evaM_wucCa_BAga
failed wells	KuxAWa_ke_bAxa_binA_pAnI_vAle_kueM
failing which	EsA_karane_para
failure of audit	leKAparIkRA_kI_viPalawA
failure rate	viPalawA_xara
failure recovery	viPalojFalwalqAra_punaH_prApwi
failure to levy the countervailing duty resulted in short levy of duty	prawikArI_Sulka_lagAe_jAne_ke_pariNAmasvarUpa_Sulka_kama_lagAyA
fair and equitable	uciwa_Ora_sAmyayukwa
fair competition	uciwa_prawiyogiwA

fair deal	uciwa_vyavahAra
fair dealing	uciwa_vyavahAra
fair faced	sunxara
fair haired	halke_raMga_ke_bAloM_vAlA
fair knowledge	paryApwa_jFAna
fair market value	uciwa_bAjZAra_mUlya
fair means	uciwa_sAXana
fair play	nyAya
fair price shop	uciwa_xara_xukAna
fair price	uciwa_xara
fair rent	uciwa_kirAyA
fair sex	swrI_jAwi
fair spoken	maXura_BARI
fair trade	uciwa_vyApAra
fair treatment	uciwa_vyavahAra
fair wage	uciwa_majaxUrI
fairy bell	parI_kI_GaMtI
fairy copy	svacCa_prawi
fairy tale	pariyoM_kI_kahAnI
fait accompli	nirvivAxa_waWya
faith cure	xeKaBAla
faith effort	niRTA_prayAsa
fake book	jAlI_puswaka
fake currency	jAlI_muxrA
fake document	jAlI_xaswAveja
falcon eyed	wIvra_xqRti_vAlA
fall back wages	nivarwana_majaxUrI
fall back's	pawana[<giranA]
fall back	pawana[<giranA]
fall cankerworm	kEMkara_kqmi
fall flat	asaPala_honA
fall guy	balI_kA_bakarA
fall like flies	mqwyu_honA
fall off	girAvata
fall out	JagadZA
!!fall short of	kama_honA
fall through	asaPala_honA
fall to	SurU_karanA
fallen arch	girI_hui_meharAba
falling rate of profit theory	hqqAsamAna_lABa_xara_sixXAMwa
falling star	ulkA
fallopian tube	dimbavAhI_nalI
fallow land	parawI_BUmi
false belief	JUTA_viSvAsa
false buckthorn	nakalI_bakaWorna_nAma_kI_JAdZI
false calyx	kqwrima_putaka
false code	miWyA_kUta
false deadlock	miWyA_gawiroXa
false dogwood	nakalI_dOYgavuda
false error	miWyA_wruti
false evidence	JUTI_gavAhI
false imprisonment	kqwwima_kZArAvAsa
false information	JUTI_sUcanA
false pretence	Cala_kapata
false pretense	Cala_kapata
false statement	JUTA_vivaraNa_
family allowance	kutuMba_BawwA
family arrangement	pArivArika_samaJOwA_AyavasWA
family budget	pArivArika_bajata
family business	pArivArika_vyavasAya
family member	kutuMbI
family pension fund	parivAra_peMSana_niXi
family pension	parivAra_peMSana
family planning block extension educator	parivAra_niyojana_KaMda_viswAra_SikRaka
family planning centre	parivAra_niyojana_kenxra
family planning officer	parivAra_niyojana_aXikArI
family planning specialist	parivAra_niyojana_viSeRajFa
family planning unit	parivAra_niyojana_ekaka
family planning	parivAra_niyojana
family reunion	parivAra_kA_punarmilana
family welfare officer	parivAra_kalyANa_aXikArI
family welfare worker	parivAra_kalyANa_kAryakarwA
family welfare	parivAra_kalyANa
famine relief officer	akAla_sahAyawA_aXikArI
