#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
affair's	kAma^kAja{@vib:kA}	@SABDA
affair	kAma^kAja{0}	@SABDA
affairs'	kAma^kAja{@s}{@vib:kA}	@SABDA
affairs	kAma^kAja{@s}	@SABDA
affect's	praBAva~dAlanA{@vib:kA}	@SABDA
affect	praBAva~dAlanA{0}	@SABDA
affected	praBAva~dAlanA~{@ed/@en}	@SABDA
affecting	praBAva~dAlanA~{@ing}	@SABDA
affection's	sneha{@vib:kA}	@SABDA
affection	sneha{0}	@SABDA
affections'	sneha{@s}{@vib:kA}	@SABDA
affections	sneha{@s}	@SABDA
affects'	praBAva~dAlanA{@s}{@vib:kA}	@SABDA
affects	praBAva~dAlanA~{@s}	@SABDA
affidavit	pawra/halaPZanAmA	@THAKURDASSJI
affiliated	saMbaxXa	@BHATIA
affix's	jodanA[>prawyaya]{@vib:kA}	@SABDA
affix	jodanA[>prawyaya]{0}	@SABDA
affixed	jodanA~{@ed/@en}	@SABDA
affixes'	jodanA[>prawyaya]{@s}{@vib:kA}	@SABDA
affixes	jodanA[>prawyaya]~{@s}	@SABDA
affixing	jodanA~{@ing}	@SABDA
affranchise	mawAXikAra~xenA	@Administration_@Glossary:@HARIRAM
afraid	BayaBIwa[-]	@SABDA
after	@after{->ke~bAxa[pICe]}	@PREP
afternoon's	xopahara~bAxa[>wIsarA~pahara]{@vib:kA}	@SABDA
afternoon	xopahara~bAxa[>wIsarA~pahara]{0}	@SABDA
afternoons'	xopahara~bAxa[>wIsarA~pahara]{@s}{@vib:kA}	@SABDA
afternoons	xopahara~bAxa[>wIsarA~pahara]{@s}	@SABDA
afterward	wawpaScAw-1	@PADA
afterwards	wawpaScAw-2	@PADA
aftertaste	svAxa
again	Pira~se	@SABDA
against	@against{->viruxXa[<sAmane]^sahAre}	@SABDA
age's	umra`[>yuga]{@vib:kA}	@SABDA
age	umra`[>yuga]{0}	@SABDA
aged's	vqxXa^vayavAlA{@vib:kA}	@SABDA
aged	vqxXa^vayavAlA[-]~{@ed/@en}	@SABDA
ageds'	vqxXa^vayavAlA{@s}{@vib:kA}	@SABDA
ageds	vqxXa^vayavAlA{@s}	@SABDA
ageing	umra`[>yuga]~{@ing}	@SABDA
agencies'	^^maXyasWawA{@s}{@vib:kA}	@SABDA
agencies	^^maXyasWawA{@s}	@SABDA
agency's	^^maXyasWawA{@vib:kA}	@SABDA
agency	^^maXyasWawA{0}	@SABDA
agenda	kAryasUcI	@THAKURDASSJI
agent's	prawiniXi^xalAla^gumASwA{@vib:kA}	@SABDA
agent	prawiniXi^xalAla^gumASwA{0}	@SABDA
agent_@provocateur	xuruwsAhaka	@SABDA
agents'	prawiniXi^xalAla^gumASwA{@s}{@vib:kA}	@SABDA
agents	prawiniXi^xalAla^gumASwA{@s}	@SABDA
ages'	umra`[>yuga]{@s}{@vib:kA}	@SABDA
ages	umra`[>yuga]~{@s}	@SABDA
aggregate	puMja@Mathematical-@Computation	
aggregation	samuccayana	@Mathematical-@Computation
aggression's	AkramaNa{@vib:kA}	@SABDA
aggression	AkramaNa{0}	@SABDA
aggressions'	AkramaNa{@s}{@vib:kA}	@SABDA
aggressions	AkramaNa{@s}	@SABDA
aggressive	AkramaNaSIla[-]	@SABDA
aggressiveness	sInAjori	@FROMNET
aging	umra`[>yuga]~{@ing}	@SABDA
agitate	Anxoliwa~karanA{0}	@SABDA
agitated	Anxoliwa~karanA~{@ed/@en}	@SABDA
agitates	Anxoliwa~karanA~{@s}	@SABDA
agitating	Anxoliwa~karanA~{@ing}	@SABDA
agmark	EgamArka	@Administration_@Glossary:@HARIRAM
ago	pahale{bIwA~huA}	@SABDA
agree	sahamawa~honA{0}	@SABDA
agreed	sahamawa~honA~{@ed/@en}	@SABDA
agreeing	sahamawa~honA~{@ing}	@SABDA
agreement's	sahamawi{@vib:kA}	@SABDA
agreement	sahamawi{0}	@SABDA
agreements'	sahamawi{@s}{@vib:kA}	@SABDA
agreements	sahamawi{@s}	@SABDA
agrees	sahamawa~honA~{@s}	@SABDA
agricultural	kqRi~saMbanXI[-]	@SABDA
agriculture's	kqRi{@vib:kA}	@SABDA
agriculture	kqRi{0}	@SABDA
agricultures'	kqRi{@s}{@vib:kA}	@SABDA
agricultures	kqRi{@s}	@SABDA
agro-@implements	kqRi-upakaraNa	@Administration_@Glossary:@HARIRAM
agro-@industries	kqRi-uxyoga	@Administration_@Glossary:@HARIRAM
agrostologist	GAsavijFAnI	@Administration_@Glossary:@HARIRAM
ahead	pahale^Age	@SABDA
ahmedabad	ahamaxAbAxa	@HARI-@Prop_@noun
aid's	maxaxa{@vib:kA}	@SABDA
aid	maxaxa{0}	@SABDA
aided	maxaxa~{@ed/@en}	@SABDA
aiding	maxaxa~{@ing}	@SABDA
aids'	maxaxa{@s}{@vib:kA}	@SABDA
aids	maxaxa~{@s}	@SABDA
aim's	lakRya{@vib:kA}	@SABDA
aim	lakRya{0}	@SABDA
aimed	lakRya~{@ed/@en}	@SABDA
aiming	lakRya~{@ing}	@SABDA
aims'	lakRya{@s}{@vib:kA}	@SABDA
aims	lakRya~{@s}	@SABDA
air's	havA`{@vib:kA}	@SABDA
air	havA`[-]{0}	@SABDA
aircraft's	vAyuyAna{@vib:kA}{@s}+kA	@SABDA
aircraft	vAyuyAna{@eka.@ba.}	@SABDA
aired	havA`~{@ed/@en}	@SABDA
airing	havA`~{@ing}	@SABDA
airplane's	vAyuyAna{@vib:kA}	@SABDA
airplane	vAyuyAna{0}	@SABDA
airplanes'	vAyuyAna{@s}{@vib:kA}	@SABDA
airplanes	vAyuyAna{@s}	@SABDA
airport's	vimAnapawwana{@vib:kA}	@SABDA
airport	vimAnapawwana{0}	@SABDA
airports'	vimAnapawwana{@s}{@vib:kA}	@SABDA
airports	vimAnapawwana{@s}	@SABDA
airs'	havA`{@s}{@vib:kA}	@SABDA
airs	havA`~{@s}	@SABDA
ala	@ala{->kI~SElI~meM}	@PREP
alarm's	saMkata~sUcaka~Xvani[Akasmika~Baya]{@vib:kA}	@SABDA
alarm	saMkata~sUcaka~Xvani[Akasmika~Baya]{0}	@SABDA
alarmed	saMkata~sUcaka~Xvani[Akasmika~Baya]~{@ed/@en}	@SABDA
alarming	saMkata~sUcaka~Xvani[Akasmika~Baya]~{@ing}	@SABDA
alarms'	saMkata~sUcaka~Xvani[Akasmika~Baya]{@s}{@vib:kA}	@SABDA
alarms	saMkata~sUcaka~Xvani[Akasmika~Baya]~{@s}	@SABDA
alas	arere	@PADA
alcan	alkAna	@HARI-@Prop_@noun
alcohol's	maxyasAra{alakohala}{@vib:kA}	@SABDA
alcohol	maxyasAra{alakohala}{0}	@SABDA
alcohols'	maxyasAra{alakohala}{@s}{@vib:kA}	@SABDA
alcohols	maxyasAra{alakohala}{@s}	@SABDA
alert's	cOkasa{@vib:kA}	@SABDA
alert	cOkasa[-]{0}	@SABDA
alerted	cOkasa~{@ed/@en}	@SABDA
alerting	cOkasa~{@ing}	@SABDA
alerts'	cOkasa{@s}{@vib:kA}	@SABDA
alerts	cOkasa~{@s}	@SABDA
algol	ElgOYla	@Programming-@Languages
aliasing	upaGatana	@Data-@Structures/@Algorithms/@Standards
alien's	anyaxeSI[>prawikUla]{@vib:kA}	@SABDA
alien	anyaxeSI[>prawikUla]{0}	@SABDA
alienable	anyasaMkrAmya	@Administration_@Glossary:@HARIRAM
alienation's	prawikUlawA{@vib:kA}	@SABDA
alienation	prawikUlawA{0}	@SABDA
alienations'	prawikUlawA{@s}{@vib:kA}	@SABDA
alienations	prawikUlawA{@s}	@SABDA
aliened	anyaxeSI[>prawikUla]~{@ed/@en}	@SABDA
aliening	anyaxeSI[>prawikUla]~{@ing}	@SABDA
aliens'	anyaxeSI[>prawikUla]{@s}{@vib:kA}	@SABDA
aliens	anyaxeSI[>prawikUla]~{@s}	@SABDA
alike	samAna~rUpa~se	@SABDA
alive	jIviwa[-]	@SABDA
aliweb	Eliveba	@Internet
alkalinity	amliyawA/kRAriyawA	@FROMNET
all's	saba^sArA{@vib:kA}	@SABDA
all	saba^sArA	@SABDA
allege	Aropa~lagAnA{0}	@SABDA
alleged	Aropa~lagAnA~{@ed/@en}	@SABDA
alleges	Aropa~lagAnA~{@s}	@SABDA
allegiance's	niRTA{@vib:kA}	@SABDA
allegiance	niRTA{0}	@SABDA
allegiances'	niRTA{@s}{@vib:kA}	@SABDA
allegiances	niRTA{@s}	@SABDA
alleging	Aropa~lagAnA~{@ing}	@SABDA
alliance's	gaTabanXana{@vib:kA}	@SABDA
alliance	gaTabanXana{0}	@SABDA
alliances'	gaTabanXana{@s}{@vib:kA}	@SABDA
alliances	gaTabanXana{@s}	@SABDA
allied	miwra[<judZanA]~{@ed/@en}[-]	@SABDA
allies'	miwra[<judZanA]{@s}{@vib:kA}	@SABDA
allies	miwra[<judZanA]~{@s}	@SABDA
allocate	bAztanA^TaharAnA{0}	@SABDA
allocated	bAztanA^TaharAnA~{@ed/@en}	@SABDA
allocates	bAztanA^TaharAnA~{@s}	@SABDA
allocating	bAztanA^TaharAnA~{@ing}	@SABDA
allocation's	nirXAraNa{@vib:kA}	@SABDA
allocation	nirXAraNa{0}	@SABDA
allocations'	nirXAraNa{@s}{@vib:kA}	@SABDA
allocations	nirXAraNa{@s}	@SABDA
allotment's	AbaMtana{@vib:kA}	@SABDA
allotment	AbaMtana{0}	@SABDA
allotments'	AbaMtana{@s}{@vib:kA}	@SABDA
allotments	AbaMtana{@s}	@SABDA
allottee	AbaMtiwi	@Administration_@Glossary:@HARIRAM
allow	anumawi~xenA[<mAna~lenA]{0}	@SABDA
allowance's	BawwA{@vib:kA}	@SABDA
allowance	BawwA{0}	@SABDA
allowanced	BawwA~{@ed/@en}	@SABDA
allowances'	BawwA{@s}{@vib:kA}	@SABDA
allowances	BawwA~{@s}	@SABDA
allowancing	BawwA~{@ing}	@SABDA
allowed	anumawi~xenA[<mAna~lenA]~{@ed/@en}	@SABDA
allowing	anumawi~xenA[<mAna~lenA]~{@ing}	@SABDA
allows	anumawi~xenA[<mAna~lenA]~{@s}	@SABDA
alls'	saba^sArA{@s}{@vib:kA}	@SABDA
alls	saba^sArA{@s}	@SABDA
ally's	miwra[<judZanA]{@vib:kA}	@SABDA
ally	miwra[<judZanA]{0}	@SABDA
allying	miwra[<judZanA]~{@ing}	@SABDA
almost	lagaBaga	@SABDA
alone	akelA	@SABDA
along	@along{->barAbara~barAbara}	@PREP
alongside	@alongside{->bagala~meM}	@PREP
aloud	jora~se	@SABDA
alphabet's	varNamAlA{@vib:kA}	@SABDA
alphabet	varNamAlA{0}	@SABDA
alphabetic	akRarAwmaka	@Miscelleneous
alphabetization	varNAnukramaNa@Symbols/@Notations/@Keywords	
alphabets'	varNamAlA{@s}{@vib:kA}	@SABDA
alphabets	varNamAlA{@s}	@SABDA
alphageometrics	akRarAwmaka~jyamiwikI@Symbols/@Notations/@Keywords	
alphameric	akRarAMkIya@Mathematical-@Computation	
alphamosaic	alPAmojZeka	@Miscelleneous
alphanumeric	akRarAMkIya	@Symbols/@Notations/@Keywords
already	pahale~se~hI	@SABDA
also	sAWa~hI^BI	@SABDA
alt	vikalpa	@Symbols/@Notations/@Keywords
altavista	EltAvistA	@Internet
altenate	ekAnwara/vikalpI	@Administration_@Glossary:@HARIRAM
alter	baxala{0}	@SABDA
altered	baxala~{@ed/@en}	@SABDA
altering	baxala~{@ing}	@SABDA
alternative's	vikalpa{@vib:kA}	@SABDA
alternative	vikalpa[-]	@SABDA
alternatives'	vikalpa{@s}{@vib:kA}	@SABDA
alternatives	vikalpa{@s}	@SABDA
alternet	Eltaraneta	@Internet
alters	baxala~{@s}	@SABDA
although	yaxyapi	@SABDA
altogether	saba~milakara	@SABDA
alumina	elyUminA	@HARI-@Prop_@noun
aluminium's	alamuniyama{@vib:kA}	@SABDA
aluminium	alamuniyama{0}	@SABDA
aluminiums'	alamuniyama{@s}{@vib:kA}	@SABDA
aluminiums	alamuniyama{@s}	@SABDA
aluminum's	alamuniyama{@vib:kA}	@SABDA
aluminum	alamuniyama{0}	@SABDA
aluminums'	alamuniyama{@s}{@vib:kA}	@SABDA
aluminums	alamuniyama{@s}	@SABDA
always	hameSA	@SABDA
am	hUz	@REF
amateur's	SOkIna{@vib:kA}	@SABDA
amateur	SOkIna[-]	@SABDA
amateurs'	SOkIna{@s}{@vib:kA}	@SABDA
amateurs	SOkIna{@s}	@SABDA
amaze's	cakiwa~kara{@vib:kA}	@SABDA
amaze	cakiwa~kara{0}	@SABDA
amazed	cakiwa~kara~{@ed/@en}	@SABDA
amazes'	cakiwa~kara{@s}{@vib:kA}	@SABDA
amazes	cakiwa~kara~{@s}	@SABDA
amazing	cakiwa~kara~{@ing}	@SABDA
ambassador's	[rAja]~xUwa{@vib:kA}	@SABDA
ambassador	[rAja]~xUwa{0}	@SABDA
ambassadors'	[rAja]~xUwa{@s}{@vib:kA}	@SABDA
ambassadors	[rAja]~xUwa{@s}	@SABDA
ambiguous	anekArWa[-]	@SABDA
ambition's	mahawwvAkAMkRA{@vib:kA}	@SABDA
ambition	mahawwvAkAMkRA{0}	@SABDA
ambitions'	mahawwvAkAMkRA{@s}{@vib:kA}	@SABDA
ambitions	mahawwvAkAMkRA{@s}	@SABDA
ambitious	mahawwvAkAMkRI[-]	@SABDA
amend	saMSoXana~kara{0}	@SABDA
amendable	vinamra	@BHATIA
amended	saMSoXana~kara~{@ed/@en}	@SABDA
amending	saMSoXana~kara~{@ing}	@SABDA
amendment's	saMSoXana{@vib:kA}	@SABDA
amendment	saMSoXana{0}	@SABDA
amendments'	saMSoXana{@s}{@vib:kA}	@SABDA
amendments	saMSoXana{@s}	@SABDA
amends	saMSoXana~kara~{@s}	@SABDA
amid	@amid{->bIca~meM~hI}	@PREP
amidst	bIca~meM	@SABDA
amiga	emiMgA	@Computer-@Architecture
ammunition's	yuxXopakaraNa{@vib:kA}	@SABDA
ammunition	yuxXopakaraNa{0}	@SABDA
ammunitions'	yuxXopakaraNa{@s}{@vib:kA}	@SABDA
ammunitions	yuxXopakaraNa{@s}	@SABDA
among	@among{->meM/maXya~meM}	@PREP
amongst	@amongst{->ke~bIca~meM}	@PREP
amount's	rakama[>ke~barAbara]~honA]{@vib:kA}	@SABDA
amount	rakama[>ke~barAbara]~honA]{0}	@SABDA
amounted	rakama[>ke~barAbara]~honA]~{@ed/@en}	@SABDA
amounting	rakama[>ke~barAbara]~honA]~{@ing}	@SABDA
amounts'	rakama[>ke~barAbara]~honA]{@s}{@vib:kA}	@SABDA
amounts	rakama[>ke~barAbara]~honA]~{@s}	@SABDA
amphibia	uBayacara	@FROMNET
ample	pracura[-]	@SABDA
amuse	mana~bahalA^manoraMjana~kara{0}	@SABDA
amused	mana~bahalA^manoraMjana~kara~{@ed/@en}	@SABDA
amusement's	manoraMjana~[ke~sAXana]{@vib:kA}	@SABDA
amusement	manoraMjana~[ke~sAXana]{0}	@SABDA
amusements'	manoraMjana~[ke~sAXana]{@s}{@vib:kA}	@SABDA
amusements	manoraMjana~[ke~sAXana]{@s}	@SABDA
amuses	mana~bahalA^manoraMjana~kara~{@s}	@SABDA
amusing	mana~bahalA^manoraMjana~kara~{@ing}[-]	@SABDA
analog	anurUpa/enAlOYga	@Electronics
analogies	anurUpawAoM	@HARI
analyse	viSleRaNa~kara{0}	@SABDA
analysed	viSleRaNa~kara~{@ed/@en}	@SABDA
analyses's	viSleRaNa{@s}{@vib:kA}	@SABDA
analyses	viSleRaNa~kara~{@s}	@SABDA
analysing	viSleRaNa~kara~{@ing}	@SABDA
analysis's	viSleRaNa{@vib:kA}	@SABDA
analysis	viSleRaNa{0}	@SABDA
analytic	vESleRika[-]	@SABDA
analytical	vESleRika[-]	@SABDA
analyze	viSleRaNa~kara{0}	@SABDA
analyzed	viSleRaNa~kara~{@ed/@en}	@SABDA
analyzes	viSleRaNa~kara~{@s}	@SABDA
analyzing	viSleRaNa~kara~{@ing}	@SABDA
anarchies'	avyavasWA{@s}{@vib:kA}	@SABDA
anarchies	avyavasWA{@s}	@SABDA
anarchy's	avyavasWA{@vib:kA}	@SABDA
anarchy	avyavasWA{0}	@SABDA
anchor's	eMkara^laMgara{@vib:kA}	@SABDA
anchor	eMkara^laMgara{0}	@SABDA
anchored	eMkara^laMgara~{@ed/@en}	@SABDA
anchoring	eMkara^laMgara~{@ing}	@SABDA
anchors'	eMkara^laMgara{@s}{@vib:kA}	@SABDA
anchors	eMkara^laMgara~{@s}	@SABDA
ancient's	prAcIna{@vib:kA}	@SABDA
ancient	prAcIna[-]	@SABDA
ancients'	prAcIna{@s}{@vib:kA}	@SABDA
ancients	prAcIna{@s}	@SABDA
and	Ora	@PADA
anger's	kroXa{@vib:kA}	@SABDA
anger	kroXa{0}	@SABDA
angered	kroXa~{@ed/@en}	@SABDA
angering	kroXa~{@ing}	@SABDA
angers'	kroXa{@s}{@vib:kA}	@SABDA
angers	kroXa~{@s}	@SABDA
angle's	koNa{@vib:kA}	@SABDA
angle	koNa{0}	@SABDA
angled	koNa~{@ed/@en}	@SABDA
angles'	koNa{@s}{@vib:kA}	@SABDA
angles	koNa~{@s}	@SABDA
angling	koNa~{@ing}	@SABDA
angrier	kroXa~yukwa~{wara}	@SABDA
angriest	kroXa~yukwa~{wama}	@SABDA
angry	kroXa~yukwa[-]	@SABDA
angstrom	EgstrAma	@Symbols/@Notations/@Keywords
angul	anugula	@HARI-@Prop_@noun
animal's	paSu^prANI{@vib:kA}	@SABDA
animal	paSu^prANI[-]	@REF
animals'	paSu^prANi{@s}{@vib:kA}	@SABDA
animals	paSu^prANI{@s}	@SABDA
annexure	anubanXa/pariSiRta	@FROMNET
anniversaries'	varRagAzTa{@s}{@vib:kA}	@SABDA
anniversaries	varRagAzTa{@s}	@SABDA
anniversary's	varRagAzTa{@vib:kA}	@SABDA
anniversary	varRagAzTa[-]	@SABDA
annotation	tippaNa	@Symbols/@Notations/@Keywords
annotations	tippaNa	@Symbols/@Notations/@Keywords
announce	GoRaNA~kara{0}	@SABDA
announced	GoRaNA~kara~{@ed/@en}	@SABDA
announcement's	vijFapwi[>GoRaNA]{@vib:kA}	@SABDA
announcement	vijFapwi[>GoRaNA]{0}	@SABDA
announcements'	vijFapwi[>GoRaNA]{@s}{@vib:kA}	@SABDA
announcements	vijFapwi[>GoRaNA]{@s}	@SABDA
announces	GoRaNA~kara~{@s}	@SABDA
announcing	GoRaNA~kara~{@ing}	@SABDA
annoy	KijAnA{0}	@SABDA
annoyance's	KIja^kroXa{@vib:kA}	@SABDA
annoyance	KIja^kroXa{0}	@SABDA
annoyances'	KIja^kroXa{@s}{@vib:kA}	@SABDA
annoyances	KIja^kroXa{@s}	@SABDA
annoybot	enAyOYbAta	@Electronics
annoyed	KijAnA~{@ed/@en}	@SABDA
annoying	KijAnA~{@ing}	@SABDA
annoys	KijAnA~{@s}	@SABDA
annual's	vArRika{@vib:kA}	@SABDA
annual	vArRika[-]	@SABDA
annually	prawi~varRa	@SABDA
annuals'	vArRika{@s}{@vib:kA}	@SABDA
annuals	vArRika{@s}	@SABDA
annuity	vArRikI	@THAKURDASSJI
annunciator	AKyApiwra	@Electronics
anode's	enoda^XanAgra{@vib:kA}	@SABDA
anode	enoda^XanAgra{0}	@SABDA
anodes'	enoda^XanAgra{@s}{@vib:kA}	@SABDA
anodes	enoda^XanAgra{@s}	@SABDA
anomalies	asaMgawi	@Miscelleneous
anonymous	gumanAma[-]	@SABDA
another	xUsarA^eka~Ora	@SABDA
ansi	e0~ena0~esa0~AI0~amarIkI~rARtrIya~mAnaka	@Miscelleneous
answer's	javAba`{@vib:kA}	@SABDA
answer	javAba`{0}	@SABDA
answerability	javAbaxehI	@Administration_@Glossary:@HARIRAM
answered	javAba`~{@ed/@en}	@SABDA
answering	javAba`~{@ing}	@SABDA
answers'	javAba`{@s}{@vib:kA}	@SABDA
answers	javAba`~{@s}	@SABDA
ant's	cIMtI{@vib:kA}	@SABDA
ant	cIMtI{0}	@SABDA
antecedents	pUrvavqwwa	@THAKURDASSJI
antenna	SrqMgikA^entenA	
anterior	pUrva	@BHATIA
anti's	>>-viroXI{@vib:kA}	@SABDA
anti	>>-viroXI[-]	@SABDA
anti-@glare	prawi~coMXa	@Graphical/@Multimedia-@System
anticedent	pUrvavawI@REP	@Miscelleneous
anticipate	pUrvAnumAna~karanA{0}	@SABDA
anticipated	pUrvAnumAna~karanA~{@ed/@en}	@SABDA
anticipates	pUrvAnumAna~karanA~{@s}	@SABDA
anticipating	pUrvAnumAna~karanA~{@ing}	@SABDA
anticipation's	pUrvAnumAna{@vib:kA}	@SABDA
anticipation	pUrvAnumAna{0}	@SABDA
anticipations'	pUrvAnumAna{@s}{@vib:kA}	@SABDA
anticipations	pUrvAnumAna{@s}	@SABDA
antis'	>>-viroXI{@s}{@vib:kA}	@SABDA
antis	>>-viroXI{@s}	@SABDA
ants'	cIMtI{@s}{@vib:kA}	@SABDA
ants	cIMtI{@s}	@SABDA
anxieties'	cinwA^uwsukawA{@s}{@vib:kA}	@SABDA
anxieties	cinwA^uwsukawA{@s}	@SABDA
anxiety's	cinwA^uwsukawA{@vib:kA}	@SABDA
anxiety	cinwA^uwsukawA{0}	@SABDA
anxillary	sahAyaka	@BHATIA
anxious	cinwA+[>uwsuka][-]	@SABDA
any	kuCa^koI~[BI]	@SABDA
anybody's	kisI~kA~BI	@SABDA
anybody	koI~[BI]	@PADA
anyhow	kisI~prakAra~se	@SABDA
anyone's	kisI~kA~BI	@SABDA
anyone	koI~[BI]	@SABDA
anything's	kisI~kA~BI{cIjZa~yA~kAma}	@SABDA
anything	kuCa~BI{cIjZa~yA~kAma}	@SABDA
anyway	kisI~waraha{se}^kEse~BI	@SABDA
anywhere	kahIM~BI	@SABDA
aol	e~o~ela	@Internet
apart	alaga^alAvA	@SABDA
apartment's	kamaroM~kA~seta{@vib:kA}	@SABDA
apartment	kamaroM~kA~seta{0}	@SABDA
apartments'	kamaroM~kA~seta{@s}{@vib:kA}	@SABDA
apartments	kamaroM~kA~seta{@s}	@SABDA
apiarist	maXumakKIpAlaka	@Administration_@Glossary:@HARIRAM
apl	e~pI~ela	@Programming-@Languages
aplicant	Avexaka	@THAKURDASSJI
apointee	niyukwa	@THAKURDASSJI
apologise	kRamA~mAzganA{0}	@SABDA
apologised	kRamA~mAzganA~{@ed/@en}	@SABDA
apologises	kRamA~mAzganA~{@s}	@SABDA
apologising	kRamA~mAzganA~{@ing}	@SABDA
apologize	kRamA~mAzganA{0}	@SABDA
apologized	kRamA~mAzganA~{@ed/@en}	@SABDA
apologizes	kRamA~mAzganA~{@s}	@SABDA
apologizing	kRamA~mAzganA~{@ing}	@SABDA
apparatus's	saMyaMwra{@vib:kA}	@SABDA
apparatus	saMyaMwra{0}	@SABDA
apparatuses'	saMyaMwra{@s}{@vib:kA}	@SABDA
apparatuses	saMyaMwra{@s}	@SABDA
apparent	vyakwa[-]	@SABDA
apparently	vyakwa~rUpa~se	@SABDA
appeal's	anuroXa[<XyAna~AkarRaNa]{@vib:kA}	@SABDA
appeal	anuroXa[<XyAna~AkarRaNa]{0}	@SABDA
appealed	anuroXa[<XyAna~AkarRaNa]~{@ed/@en}	@SABDA
appealing	anuroXa[<XyAna~AkarRaNa]~{@ing}	@SABDA
appeals'	anuroXa[<XyAna~AkarRaNa]{@s}{@vib:kA}	@SABDA
appeals	anuroXa[<XyAna~AkarRaNa]~{@s}	@SABDA
appear	xiKAI~xenA{0}	@SABDA
appearance's	prakatIkaraNa{@vib:kA}	@SABDA
appearance	prakatIkaraNa{0}	@SABDA
appearances'	prakatIkaraNa{@s}{@vib:kA}	@SABDA
appearances	prakatIkaraNa{@s}	@SABDA
appeared	xiKAI~xenA~{@ed/@en}	@SABDA
appearing	xiKAI~xenA~{@ing}	@SABDA
appears	xiKAI~xenA~{@s}	@SABDA
appendix	pariSiRta	@THAKURDASSJI
apperance	banAvata	@HARI
applause's	wAliyoM~kI~gadZagadAhata{@vib:kA}	@SABDA
applause	wAliyoM~kI~gadZagadAhata{0}	@SABDA
applauses'	wAliyoM~kI~gadZagadAhata{@s}{@vib:kA}	@SABDA
applauses	wAliyoM~kI~gadZagadAhata{@s}	@SABDA
apple's	seba{@vib:kA}	@SABDA
apple	seba{0}	@SABDA
applelink	epala~kadZI	@Electronics
apples'	seba{@s}{@vib:kA}	@SABDA
apples	seba{@s}	@SABDA
appleshare	epala~BAjana	@Electronics
applet	epaleta/epalikA	@Programming-@Languages
applicable	lAgU~honA[-]	@SABDA
application's	prayoga^prArWanA{pawra}{@vib:kA}	@SABDA
application	prayoga^prArWanA{pawra}{0}	@SABDA
applications'	prayoga^prArWanA{pawra}{@s}{@vib:kA}	@SABDA
applications	prayoga^prArWanA{pawra}{@s}	@SABDA
applied	prayoga~meM~lAnA^Avexana~karanA~{@ed/@en}[-]	@SABDA
applies	prayoga~meM~lAnA^Avexana~karanA~{@s}	@SABDA
applique	aXiropaNa	@Miscelleneous
apply	prayoga~meM~lAnA^Avexana~karanA{0}	@SABDA
applying	prayoga~meM~lAnA^Avexana~karanA~{@ing}	@SABDA
appoint	niyukwa~karanA{0}	@SABDA
appointed	niyukwa~karanA~{@ed/@en}	@SABDA
appointing	niyukwa~karanA~{@ing}	@SABDA
appointment's	BeMta^niyukwi{@vib:kA}	@SABDA
appointment	BeMta^niyukwi{0}	@SABDA
appointments'	BeMta^niyukwi{@s}{@vib:kA}	@SABDA
appointments	BeMta^niyukwi{@s}	@SABDA
appoints	niyukwa~karanA~{@s}	@SABDA
appraise	mUlyAMkana~karanA{0}	@SABDA
appraised	mUlyAMkana~karanA~{@ed/@en}	@SABDA
appraiser	mUlyanirUpaka	@Administration_@Glossary:@HARIRAM
appraises	mUlyAMkana~karanA~{@s}	@SABDA
appraising	mUlyAMkana~karanA~{@ing}	@SABDA
appreciate	praSaMsA~karanA^mUlya~baDZAnA{0}	@SABDA
