# Girl standing in front of me ..
# Structure of the file:
##_I_was_fond_of_her_music.
#GOD,ÈÏÌÚÂèÌÚ,PADA,,
#These_are_the_people_who_most_need_our_help.
#_Girl_standing_in_front_of_me_..
#_Structure_of_the_file:
#aBiyAna_->_aBiyAna_calAnA
#anybody,³Û×Ü~ËÜ^³å§~ËÜ,PADA,kisI_oblque_form_of_koI,BI_is_optional_in_interrogative,
#anything's,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#anything,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#drift's,ÊØÆÚ{vib:³Ú},SABDA,,
#drift,ÊØÆÚ{0},SABDA,,
#drifted,ÊØÆÚ~{ed/en},SABDA,,
#drifting,ÊØÆÚ~{ing},SABDA,,
#drifts',ÊØÆÚ{s}{vib:³Ú},SABDA,,
#drifts,ÊØÆÚ~{s},SABDA,,
#fond,È×ÆèÄ~ØåÆÚ2[-],SABDA,,
#most,¤ÅÛ³ÂÌ,PADA,,
#nervous,ÔèÍµèÏ^×èÆÚÍÔÛ³[-],SABDA,,
#nobody,³å§~ÆØÜ¢{0},SABDA,,
#none,³å§~ÆØÜ¢,SABDA,,
#nothing,³İ¹~ËÜ~ÆØÜ¢^ÕŞÆèÍ{0},SABDA,,
#retain,×èÃÛÏ~Ï´ÆÚ{0},SABDA,,
#retained,×èÃÛÏ~Ï´ÆÚ~{ed/en},SABDA,,
#retaining,×èÃÛÏ~Ï´ÆÚ~{ing},SABDA,,
#retains,×èÃÛÏ~Ï´ÆÚ~{s},SABDA,,
#some,³İ¹^³å§,SABDA,,
#standing,×èÃÚ§/ÈèÏÂÛÖè¾Ú[-]~{ing},SABDA,,
#urge's,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{vib:³Ú},SABDA,,
#urge,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{0},SABDA,,
#urged,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ed/en},SABDA,,
#urges',ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{s}{vib:³Ú},SABDA,,
#urges,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{s},SABDA,,
#urging,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ing},SABDA,,
#walking,ÈâÄÑ~¸ÑÆÚ[-]~{ing},SABDA,,
#wrd,paxasuwra,source,comment,path_of_essay_file
#writing,ÑÛ´Ú§,PADA,,
activities,³èÏÛÍÚ^³ÑÚÈ{s},SABDA,,
activity's,³èÏÛÍÚ^³ÑÚÈ{vib:³Ú},SABDA,,
activity,³èÏÛÍÚ^³ÑÚÈ{0},SABDA,,
actor's,¤ËÛÆáÂÚ{vib:³Ú},SABDA,,
actor,¤ËÛÆáÂÚ{0},SABDA,,
actors',¤ËÛÆáÂÚ{s}{vib:³Ú},SABDA,,
actors,¤ËÛÆáÂÚ{s},SABDA,,
actress's,¤ËÛÆáÂÚ{vib:³Ú},SABDA,,
actress,¤ËÛÆáÂèÏÜ{0},PADA,,
actresses',¤ËÛÆáÂÚ{s}{vib:³Ú},SABDA,,
actresses,¤ËÛÆáÂÚ{s},SABDA,,
acts',³ÚÏèÍ[>¤ËÛÆÍ/ÔÛÅÛ]{s}{vib:³Ú},SABDA,,
acts,³ÚÏèÍ[>¤ËÛÆÍ/ÔÛÅÛ]~{s},SABDA,,
actual,ÔÚ×èÂÔÛ³[-],SABDA,,
actually,ÔÚ×èÂÔ~Ìá¢,SABDA,,
actuals,ÔÚ×èÂÔÛ³~¥¡³¿éá,Administration_Glossary:HARIRAM,,
actuator,ÈèÏÔÏèÂ³,Electronic-Devices,,
acyclic,¤¸³èÏÜÍ,Data-Structures/Algorithms/Standards,,
ad-interim,¤ÆèÂÏÛÌ,BHATIA,,
ada,¬~¿Ü~¬,Programming-Languages,,
adaptability,¤Æİ³ŞÑÆÜÍÂÚComputer-Architecture,,
adaptation,¤Æİ³ŞÑÆ,BHATIA,,
adapter,¤ÆŞ³ŞÑ³~/~¤Æİ³ŞÑÛÂèÏ,Electronics,,
adaptive,¤Æİ³ŞÑÆ,Electronics,,
adc(aid-de-camp),¬.~¿Ü.~×Ü.,Designation_and_Department_Names:HARIRAM,,
add,ºå¿éÆÚ{0},SABDA,,
added,ºå¿éÆÚ~{ed/en},SABDA,,
addend,ÍåºèÍ,Computer-Architecture,,
adding,ºå¿éÆÚ~{ing},SABDA,,
addition's,ºå¿é{vib:³Ú},SABDA,,
addition,ºå¿é{0},SABDA,,
additional,¤ÂÛÏÛ³èÂ[-],SABDA,,
additions',ºå¿é{s}{vib:³Ú},SABDA,,
additions,ºå¿é{s},SABDA,,
address's,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]{vib:³Ú},SABDA,,
address,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/address
addressability,ÈÂÚÍåµèÍÂÚ~/~×¢ÊåÅÆÜÍÂÚ,Computer-Architecture,,
addressable,ÈÂÚÍåµèÍ,Computer-Architecture,,
addressed,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]~{ed/en},SABDA,,
addresses',ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]{s}{vib:³Ú},SABDA,,
addresses,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]~{s},SABDA,,
addressgraph,ÈÂÚÑá´Ü,Administration_Glossary:HARIRAM,,
addressing,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]~{ing},SABDA,,
addrest,ÈÂÚ[~ËÚÖÁ<×¢ÊåÅÆ]~{ed/en},SABDA,,
adds,ºå¿éÆÚ~{s},SABDA,,
adequate,³ÚÉÜ[-],SABDA,,
adequately,ÈÏèÍÚÈèÂ~ÏŞÈ~Ìá¢,SABDA,,
adhoc,ÂÄÏèÃ,THAKURDASSJI,,
adj,¬~¿Ü~ºá,Mathematical-Computation,,
adjacency,×¢ÑµèÆÂÚMathematical-Computation,,
adjective's,ÔÛÕáÖÁ{vib:³Ú},SABDA,,
adjective,ÔÛÕáÖÁ[-],SABDA,,
adjectives',ÔÛÕáÖÁ{s}{vib:³Ú},SABDA,,
adjectives,ÔÛÕáÖÁ{s},SABDA,,
adjoin,×¢ÑµèÆ~³ÏÆÚ{0},SABDA,,
adjoined,×¢ÑµèÆ~³ÏÆÚ~{ed/en},SABDA,,
adjoining,×¢ÑµèÆ~³ÏÆÚ~{ing},SABDA,,
adjoins,×¢ÑµèÆ~³ÏÆÚ~{s},SABDA,,
adjoint,×¢ÑµèÆ,Mathematical-Computation,,
adjourn,×èÃµÛÂ~³ÏÆÚ,THAKURDASSJI,,
adjournment,×èÃµÆ,THAKURDASSJI,,
adjusment,×ÌÚÍåºÆ,BHATIA,,
adjust,¾Ü³~³ÏÆÚ[<¤Æİ×ÚÏ~ÀÚÑÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/adjust
adjusted,¾Ü³~³ÏÆÚ[<¤Æİ×ÚÏ~ÀÚÑÆÚ]~{ed/en},SABDA,,
adjuster,×ÌÚÍåº³,Administration_Glossary:HARIRAM,,
adjusting,¾Ü³~³ÏÆÚ[<¤Æİ×ÚÏ~ÀÚÑÆÚ]~{ing},SABDA,,
adjustment's,¤Æİ³ŞÑÆ{vib:³Ú},SABDA,,
adjustment,¤Æİ³ŞÑÆ{0},SABDA,,
adjustments',¤Æİ³ŞÑÆ{s}{vib:³Ú},SABDA,,
adjustments,¤Æİ³ŞÑÆ{s},SABDA,,
adjusts,¾Ü³~³ÏÆÚ[<¤Æİ×ÚÏ~ÀÚÑÆÚ]~{s},SABDA,,
administer,[ÕÚ×Æ]~ÑµÚÆÚ{0},SABDA,,
administered,[ÕÚ×Æ]~ÑµÚÆÚ~{ed/en},SABDA,,
administering,[ÕÚ×Æ]~ÑµÚÆÚ~{ing},SABDA,,
administers,[ÕÚ×Æ]~ÑµÚÆÚ~{s},SABDA,,
administration's,ÈèÏÕÚ×Æ{vib:³Ú},SABDA,,
administration,ÈèÏÕÚ×Æ{0},SABDA,,
administrations',ÈèÏÕÚ×Æ{s}{vib:³Ú},SABDA,,
administrations,ÈèÏÕÚ×Æ{s},SABDA,,
administrative,ÈèÏÕÚ×ÆÛ³[-],SABDA,,
administrator's,ÕÚ×³{vib:³Ú},SABDA,,
administrator,ÕÚ×³{0},SABDA,,
administrators',ÕÚ×³{s}{vib:³Ú},SABDA,,
administrators,ÕÚ×³{s},SABDA,,
admire,ÈèÏÕ¢×Ú~³ÏÆÚ{0},SABDA,,
admired,ÈèÏÕ¢×Ú~³ÏÆÚ~{ed/en},SABDA,,
admires,ÈèÏÕ¢×Ú~³ÏÆÚ~{s},SABDA,,
admiring,ÈèÏÕ¢×Ú~³ÏÆÚ~{ing},SABDA,,
admissibility,ÄáÍÂÚ/×èÔÜ³ÚÏèÍÂÚ,THAKURDASSJI,,
admissible,ÄáÍ/×èÔÜ³ÚÏèÍ,THAKURDASSJI,,
admission's,ËÏÂÜ{vib:³Ú},SABDA,,
admission,ËÏÂÜ{0},SABDA,,
admissions',ËÏÂÜ{s}{vib:³Ú},SABDA,,
admissions,ËÏÂÜ{s},SABDA,,
admit,×èÔÜ³ÚÏ~³Ï^ÈèÏÔáÕ~Äá{0},SABDA,,
admits,×èÔÜ³ÚÏ~³Ï^ÈèÏÔáÕ~Äá~{s},SABDA,,
admitted,×èÔÜ³ÚÏ~³Ï^ÈèÏÔáÕ~Äá~{ed/en},SABDA,,
admitting,×èÔÜ³ÚÏ~³Ï^ÈèÏÔáÕ~Äá~{ing},SABDA,,
admixture,¤ÅÛÌÛÕèÏÁ,BHATIA,,
adolescence's,³ÛÕåÏÚÔ×èÃÚ{vib:³Ú},SABDA,,
adolescence,³ÛÕåÏÚÔ×èÃÚ{0},SABDA,,
adolescences',³ÛÕåÏÚÔ×èÃÚ{s}{vib:³Ú},SABDA,,
adolescences,³ÛÕåÏÚÔ×èÃÚ{s},SABDA,,
adolescertless,³ÛÕåÏÚÔ×èÃÚ,FROMNET,,
adopt,¤ÈÆÚÆÚ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/adopt
adopted,¤ÈÆÚÆÚ~{ed/en},SABDA,,
adoptee,ÄÂèÂ³,Administration_Glossary:HARIRAM,,
adopter,¤Æİ³ŞÑ³Electronic-Devices,,
adopting,¤ÈÆÚÆÚ~{ing},SABDA,,
adoptor,ÄÂèÂ³µèÏÚØÜ,Administration_Glossary:HARIRAM,,
adopts,¤ÈÆÚÆÚ~{s},SABDA,,
adp,¬~¿Ü~ÈÜ,Computer-Architecture,,
adult's,ÊÚÑÛµ{vib:³Ú},SABDA,,
adult,ÊÚÑÛµ[-],SABDA,,
adulterant,¤ÈÌÛÕèÏ³,Administration_Glossary:HARIRAM,,
adulteration,¤ÈÌÛÕèÏÁ/ÌÛÑÚÔ½,BHATIA,,
adults',ÊÚÑÛµ{s}{vib:³Ú},SABDA,,
adults,ÊÚÑÛµ{s},SABDA,,
advance's,¥µá[>ÈØÑá]_[ÊÀéÆÚ]{vib:³Ú},SABDA,,
advance,¥µá[>ÈØÑá]_[ÊÀéÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/advance
advanced,¥µá[>ÈØÑá]_[ÊÀéÆÚ]~{ed/en}[-],SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/advanced
advances',¥µá[>ÈØÑá]_[ÊÀéÆÚ]{s}{vib:³Ú},SABDA,,
advances,¥µá[>ÈØÑá]_[ÊÀéÆÚ]~{s},SABDA,,
advancing,¥µá[>ÈØÑá]_[ÊÀéÆÚ]~{ing},SABDA,,
advantage's,ÑÚË{vib:³Ú},SABDA,,
advantage,ÑÚË{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/advantage
advantaged,ÑÚË~{ed/en},SABDA,,
advantages',ÑÚË{s}{vib:³Ú},SABDA,,
advantages,ÑÚË~{s},SABDA,,
advantaging,ÑÚË~{ing},SABDA,,
adventure's,³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}{vib:³Ú},SABDA,,
adventure,³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}{0},SABDA,,
adventured,³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}~{ed/en},SABDA,,
adventures',³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}{s}{vib:³Ú},SABDA,,
adventures,³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}~{s},SABDA,,
adventuring,³ÚÏèÍ^¤ÆİËÔ{×ÚØ×Û³}~{ing},SABDA,,
adverb's,³èÏÛÍÚÔÛÕáÖÁ{vib:³Ú},SABDA,,
adverb,³èÏÛÍÚÔÛÕáÖÁ{0},SABDA,,
adverbs',³èÏÛÍÚÔÛÕáÖÁ{s}{vib:³Ú},SABDA,,
adverbs,³èÏÛÍÚÔÛÕáÖÁ{s},SABDA,,
adverse,ÈèÏÂÛ³ŞÑ,THAKURDASSJI,,
advertise,ÔÛºè¼ÚÈÆ~Äá{0},SABDA,,
advertised,ÔÛºè¼ÚÈÆ~Äá~{ed/en},SABDA,,
advertisement's,ÔÛºè¼ÚÈÆ{vib:³Ú},SABDA,,
advertisement,ÔÛºè¼ÚÈÆ{0},SABDA,,
advertisements',ÔÛºè¼ÚÈÆ{s}{vib:³Ú},SABDA,,
advertisements,ÔÛºè¼ÚÈÆ{s},SABDA,,
advertises,ÔÛºè¼ÚÈÆ~Äá~{s},SABDA,,
advertising,ÔÛºè¼ÚÈÆ~Äá~{ing},SABDA,,
advertize,ÔÛºè¼ÚÈÆ~Äá{0},SABDA,,
advertized,ÔÛºè¼ÚÈÆ~Äá~{ed/en},SABDA,,
advertizement's,ÔÛºè¼ÚÈÆ{vib:³Ú},SABDA,,
advertizement,ÔÛºè¼ÚÈÆ{0},SABDA,,
advertizements',ÔÛºè¼ÚÈÆ{s}{vib:³Ú},SABDA,,
advertizements,ÔÛºè¼ÚÈÆ{s},SABDA,,
advertizes,ÔÛºè¼ÚÈÆ~Äá~{s},SABDA,,
advertizing,ÔÛºè¼ÚÈÆ~Äá~{ing},SABDA,,
advice's,×ÑÚØ^×Ş¸ÆÚ`{vib:³Ú},SABDA,,
advice,×ÑÚØ^×Ş¸ÆÚ`{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/advice
advices',×ÑÚØ^×Ş¸ÆÚ`{s}{vib:³Ú},SABDA,,
advices,×ÑÚØ^×Ş¸ÆÚ`{s},SABDA,,
advise,×ÑÚØ~Äá{0},SABDA,,
advised,×ÑÚØ~Äá~{ed/en},SABDA,,
advises,×ÑÚØ~Äá~{s},SABDA,,
advising,×ÑÚØ~Äá~{ing},SABDA,,
advisory,×ÑÚØ³ÚÏ[-],SABDA,,
advocate's,¤ÅÛÔ³èÂÚ{vib:³Ú},SABDA,,
advocate,¤ÅÛÔ³èÂÚ{0},SABDA,,
advocated,¤ÅÛÔ³èÂÚ~{ed/en},SABDA,,
advocates',¤ÅÛÔ³èÂÚ{s}{vib:³Ú},SABDA,,
advocates,¤ÅÛÔ³èÂÚ~{s},SABDA,,
advocating,¤ÅÛÔ³èÂÚ~{ing},SABDA,,
aeronautically,ÔâÌÚÆÛ³Ü~ÏŞÈ~×á,,,
aeroplane's,ÔÚÍİÍÚÆ{vib:³Ú},SABDA,,
aeroplane,ÔÚÍİÍÚÆ{0},SABDA,,
aeroplanes',ÔÚÍİÍÚÆ{s}{vib:³Ú},SABDA,,
aeroplanes,ÔÚÍİÍÚÆ{s},SABDA,,
aesthetic,×æÆèÄÏèÍÕÚ×èÂèÏ[>³ÑÚÈÚÏ´Ü][-],SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/aesthetic
aesthetical,×æÆèÄÏèÍÕÚ×èÂèÏ[>³ÑÚÈÚÏ´Ü][-],SABDA,,
affair's,³ÚÌ^³Úº{vib:³Ú},SABDA,,
affair,³ÚÌ^³Úº{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/affair
affairs',³ÚÌ^³Úº{s}{vib:³Ú},SABDA,,
affairs,³ÚÌ^³Úº{s},SABDA,,
affect's,ÈèÏËÚÔ~¿ÚÑÆÚ{vib:³Ú},SABDA,,
affect,ÈèÏËÚÔ~¿ÚÑÆÚ{0},SABDA,,
affected,ÈèÏËÚÔ~¿ÚÑÆÚ~{ed/en},SABDA,,
affecting,ÈèÏËÚÔ~¿ÚÑÆÚ~{ing},SABDA,,
affection's,×èÆáØ{vib:³Ú},SABDA,,
affection,×èÆáØ{0},SABDA,,
affections',×èÆáØ{s}{vib:³Ú},SABDA,,
affections,×èÆáØ{s},SABDA,,
affects',ÈèÏËÚÔ~¿ÚÑÆÚ{s}{vib:³Ú},SABDA,,
affects,ÈèÏËÚÔ~¿ÚÑÆÚ~{s},SABDA,,
affidavit,ÈÂèÏ/ØÑÉéÆÚÌÚ,THAKURDASSJI,,
affiliated,×¢ÊÄèÅ,BHATIA,,
affix's,ºå¿ÆÚ[>ÈèÏÂèÍÍ]{vib:³Ú},SABDA,,
affix,ºå¿ÆÚ[>ÈèÏÂèÍÍ]{0},SABDA,,
affixed,ºå¿ÆÚ~{ed/en},SABDA,,
affixes',ºå¿ÆÚ[>ÈèÏÂèÍÍ]{s}{vib:³Ú},SABDA,,
affixes,ºå¿ÆÚ[>ÈèÏÂèÍÍ]~{s},SABDA,,
affixing,ºå¿ÆÚ~{ing},SABDA,,
affranchise,ÌÂÚÅÛ³ÚÏ~ÄáÆÚ,Administration_Glossary:HARIRAM,,
afraid,ËÍËÜÂ[-],SABDA,,
after,after{->³á~ÊÚÄ[ÈÜ¹á]},PREP,,
afternoon's,ÄåÈØÏ~ÊÚÄ[>ÂÜ×ÏÚ~ÈØÏ]{vib:³Ú},SABDA,,
afternoon,ÄåÈØÏ~ÊÚÄ[>ÂÜ×ÏÚ~ÈØÏ]{0},SABDA,,
afternoons',ÄåÈØÏ~ÊÚÄ[>ÂÜ×ÏÚ~ÈØÏ]{s}{vib:³Ú},SABDA,,
afternoons,ÄåÈØÏ~ÊÚÄ[>ÂÜ×ÏÚ~ÈØÏ]{s},SABDA,,
afterward,ÂÂèÈÕè¸ÚÂè-1,PADA,,
afterwards,ÂÂèÈÕè¸ÚÂè-2,PADA,,
again,ÉÛÏ~×á,SABDA,,
against,against{->ÔÛÏİÄèÅ[<×ÚÌÆá]^×ØÚÏá},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/against
age's,¨ÌèÏ`[>Íİµ]{vib:³Ú},SABDA,,
age,¨ÌèÏ`[>Íİµ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/age
aged's,ÔßÄèÅ^ÔÍÔÚÑÚ{vib:³Ú},SABDA,,
aged,ÔßÄèÅ^ÔÍÔÚÑÚ[-]~{ed/en},SABDA,,
ageds',ÔßÄèÅ^ÔÍÔÚÑÚ{s}{vib:³Ú},SABDA,,
ageds,ÔßÄèÅ^ÔÍÔÚÑÚ{s},SABDA,,
ageing,¨ÌèÏ`[>Íİµ]~{ing},SABDA,,
agencies',^^ÌÅèÍ×èÃÂÚ{s}{vib:³Ú},SABDA,,
agencies,^^ÌÅèÍ×èÃÂÚ{s},SABDA,,
agency's,^^ÌÅèÍ×èÃÂÚ{vib:³Ú},SABDA,,
agency,^^ÌÅèÍ×èÃÂÚ{0},SABDA,,
agenda,³ÚÏèÍ×Ş¸Ü,THAKURDASSJI,,
agent's,ÈèÏÂÛÆÛÅÛ^ÄÑÚÑ^µİÌÚÕèÂÚ{vib:³Ú},SABDA,,
agent,ÈèÏÂÛÆÛÅÛ^ÄÑÚÑ^µİÌÚÕèÂÚ{0},SABDA,,
agent_provocateur,ÄİÏİÂè×ÚØ³,SABDA,,
agents',ÈèÏÂÛÆÛÅÛ^ÄÑÚÑ^µİÌÚÕèÂÚ{s}{vib:³Ú},SABDA,,
agents,ÈèÏÂÛÆÛÅÛ^ÄÑÚÑ^µİÌÚÕèÂÚ{s},SABDA,,
ages',¨ÌèÏ`[>Íİµ]{s}{vib:³Ú},SABDA,,
ages,¨ÌèÏ`[>Íİµ]~{s},SABDA,,
aggregate,Èİ¢ºMathematical-Computation,,
aggregation,×Ìİ¸è¸ÍÆ,Mathematical-Computation,,
aggression's,¥³èÏÌÁ{vib:³Ú},SABDA,,
aggression,¥³èÏÌÁ{0},SABDA,,
aggressions',¥³èÏÌÁ{s}{vib:³Ú},SABDA,,
aggressions,¥³èÏÌÁ{s},SABDA,,
aggressive,¥³èÏÌÁÕÜÑ[-],SABDA,,
aggressiveness,×ÜÆÚºåÏÛ,FROMNET,,
aging,¨ÌèÏ`[>Íİµ]~{ing},SABDA,,
agitate,¥ÆèÄåÑÛÂ~³ÏÆÚ{0},SABDA,,
agitated,¥ÆèÄåÑÛÂ~³ÏÆÚ~{ed/en},SABDA,,
agitates,¥ÆèÄåÑÛÂ~³ÏÆÚ~{s},SABDA,,
agitating,¥ÆèÄåÑÛÂ~³ÏÆÚ~{ing},SABDA,,
agmark,­µÌÚÏè³,Administration_Glossary:HARIRAM,,
ago,ÈØÑá{ÊÜÂÚ~Øİ¥},SABDA,,
agree,×ØÌÂ~ØåÆÚ{0},SABDA,,
agreed,×ØÌÂ~ØåÆÚ~{ed/en},SABDA,,
agreeing,×ØÌÂ~ØåÆÚ~{ing},SABDA,,
agreement's,×ØÌÂÛ{vib:³Ú},SABDA,,
agreement,×ØÌÂÛ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/agreement
agreements',×ØÌÂÛ{s}{vib:³Ú},SABDA,,
agreements,×ØÌÂÛ{s},SABDA,,
agrees,×ØÌÂ~ØåÆÚ~{s},SABDA,,
agricultural,³ßÖÛ~×¢ÊÆèÅÜ[-],SABDA,,
agriculture's,³ßÖÛ{vib:³Ú},SABDA,,
agriculture,³ßÖÛ{0},SABDA,,
agricultures',³ßÖÛ{s}{vib:³Ú},SABDA,,
agricultures,³ßÖÛ{s},SABDA,,
agro-implements,³ßÖÛ-¨È³ÏÁ,Administration_Glossary:HARIRAM,,
agro-industries,³ßÖÛ-¨ÄèÍåµ,Administration_Glossary:HARIRAM,,
agrostologist,¶Ú×ÔÛºè¼ÚÆÜ,Administration_Glossary:HARIRAM,,
ahead,ÈØÑá^¥µá,SABDA,,
ahmedabad,¤ØÌÄÚÊÚÄ,HARI-Prop_noun,,
aid's,ÌÄÄ{vib:³Ú},SABDA,,
aid,ÌÄÄ{0},SABDA,,
aided,ÌÄÄ~{ed/en},SABDA,,
aiding,ÌÄÄ~{ing},SABDA,,
aids',ÌÄÄ{s}{vib:³Ú},SABDA,,
aids,ÌÄÄ~{s},SABDA,,
aim's,Ñ³èÖèÍ{vib:³Ú},SABDA,,
aim,Ñ³èÖèÍ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/aim
aimed,Ñ³èÖèÍ~{ed/en},SABDA,,
aiming,Ñ³èÖèÍ~{ing},SABDA,,
aims',Ñ³èÖèÍ{s}{vib:³Ú},SABDA,,
aims,Ñ³èÖèÍ~{s},SABDA,,
air's,ØÔÚ`{vib:³Ú},SABDA,,
air,ØÔÚ`[-]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/air
aircraft's,ÔÚÍİÍÚÆ{vib:³Ú}{s}+³Ú,SABDA,,
aircraft,ÔÚÍİÍÚÆ{eka.ba.},SABDA,,
aired,ØÔÚ`~{ed/en},SABDA,,
airing,ØÔÚ`~{ing},SABDA,,
airplane's,ÔÚÍİÍÚÆ{vib:³Ú},SABDA,,
airplane,ÔÚÍİÍÚÆ{0},SABDA,,
airplanes',ÔÚÍİÍÚÆ{s}{vib:³Ú},SABDA,,
airplanes,ÔÚÍİÍÚÆ{s},SABDA,,
airport's,ÔÛÌÚÆÈÂèÂÆ{vib:³Ú},SABDA,,
airport,ÔÛÌÚÆÈÂèÂÆ{0},SABDA,,
airports',ÔÛÌÚÆÈÂèÂÆ{s}{vib:³Ú},SABDA,,
airports,ÔÛÌÚÆÈÂèÂÆ{s},SABDA,,
airs',ØÔÚ`{s}{vib:³Ú},SABDA,,
airs,ØÔÚ`~{s},SABDA,,
ala,ala{->³Ü~ÕâÑÜ~Ìá¢},PREP,,
alarm's,×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]{vib:³Ú},SABDA,,
alarm,×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/alarm
alarmed,×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]~{ed/en},SABDA,,
alarming,×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]~{ing},SABDA,,
alarms',×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]{s}{vib:³Ú},SABDA,,
alarms,×¢³½~×Ş¸³~ÅèÔÆÛ[¥³×èÌÛ³~ËÍ]~{s},SABDA,,
alas,¤ÏáÏá,PADA,,
alcan,¤Ñè³ÚÆ,HARI-Prop_noun,,
alcohol's,ÌÄèÍ×ÚÏ{¤Ñ³åØÑ}{vib:³Ú},SABDA,,
alcohol,ÌÄèÍ×ÚÏ{¤Ñ³åØÑ}{0},SABDA,,
alcohols',ÌÄèÍ×ÚÏ{¤Ñ³åØÑ}{s}{vib:³Ú},SABDA,,
alcohols,ÌÄèÍ×ÚÏ{¤Ñ³åØÑ}{s},SABDA,,
alert's,¸æ³×{vib:³Ú},SABDA,,
alert,¸æ³×[-]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/alert
alerted,¸æ³×~{ed/en},SABDA,,
alerting,¸æ³×~{ing},SABDA,,
alerts',¸æ³×{s}{vib:³Ú},SABDA,,
alerts,¸æ³×~{s},SABDA,,
algol,­ÑèµçÑ,Programming-Languages,,
aliasing,¨È¶½Æ,Data-Structures/Algorithms/Standards,,
alien's,¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]{vib:³Ú},SABDA,,
alien,¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/alien
alienable,¤ÆèÍ×¢³èÏÚÌèÍ,Administration_Glossary:HARIRAM,,
alienation's,ÈèÏÂÛ³ŞÑÂÚ{vib:³Ú},SABDA,,
alienation,ÈèÏÂÛ³ŞÑÂÚ{0},SABDA,,
alienations',ÈèÏÂÛ³ŞÑÂÚ{s}{vib:³Ú},SABDA,,
alienations,ÈèÏÂÛ³ŞÑÂÚ{s},SABDA,,
aliened,¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]~{ed/en},SABDA,,
aliening,¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]~{ing},SABDA,,
aliens',¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]{s}{vib:³Ú},SABDA,,
aliens,¤ÆèÍÄáÕÜ[>ÈèÏÂÛ³ŞÑ]~{s},SABDA,,
alike,×ÌÚÆ~ÏŞÈ~×á,SABDA,,
alive,ºÜÔÛÂ[-],SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/alive
aliweb,­ÑÛÔáÊ,Internet,,
alkalinity,¤ÌèÑÛÍÂÚ/³èÖÚÏÛÍÂÚ,FROMNET,,
