attorney-at-law	pramANiwa_aBikarwA
bombing	bamabArI
bonnet	bonata
book	puswaka
book_keeper	munIma
book_keeping	leKA_joKA
boomerang	bUmarEMga
boon	varaxAna
boost	baDAvA_xe
boot	jUwA
booze	jyAxA_SarAba_pI
bop	pOpa_saMgIwa_para_nqwya
border	sImA
borderline	sImAreKA
born	janma_le
borrow	uXAra_le
borrowing	qNa_le
bosom	CAwI
boss	bOYsa
both	xono
bother	pareSAnI
bottle	bowala
bottle-shaped	bowala_kI_Sakala_kA
bounce	CalAMga
bound	lAcAra
bow	bo
bowl	katorA
box	bOksa
boycott	bahiRkAra_kara
brace	XanukoRTaka
bracket	koRTaka
brag	dIMga
braid	veNI
branch	SAKA
brand	brAMda
brave	bahAxura
brawl	ladAI
bray	reMka
breach	xarAra
break	xarAra
breathless	swabXa
breed	vaMSa
breeding	uccavaMSa
brew	umada
bribe	riSvawa
bridal	vaXU_kA
bridge	sewu
bridle	lagAma
brief	saMkRipwa
bright	camakIlA
brighten	camaka
brim	kagAra
bring	lA
bristle	sUara_kA_bAla
broach	upasWApiwa_kara
broad	cOdA
broadcast	prasAriwa
broil	Soragula
brook	CotI_naxI
browbeat	XamakA
browbeaten	XamakAyA_huA
brown	BUrA
browse	pqRTa_palatA
bruise	KaroMca
brush	bruSa
brush-off	inakAra_kara
brush_aside	eka_ora_Xakela_xe
brush_away	bruSa_se_hatA
brush_oneself_down	bruSa_se_sAPa_kara
brush_up	punaH_aByAsa_kara
brush_wood	peda_kI_tUtI_huI_dAliyAz_yA_lakadiyAz
brute_force	nIca_pravqwi
bubble	asAra
buck	mqga
buckle	bakala_lagA
bud	kalI
budge	hilanA
buff	bAxAmI
buffet	buPe
build	nirmANa
building	imArawa
bulge	uBAra
bulk	Woka
bully	XOMsa_xiKAnevAlA
bump	gumadA
bunch	gucCA
buoy	warerI
buoyant	praPulliwa
burden	boJa
burlesque	parihAsya
burn	jalane_kA_GAva
burning	xAhaka
burnish	camakanA
burrow	bila
business-like	vyAvahArika
but	paranwu
butcher	kasAI
butt	nIce_kA_hissA
butter	makKana
button	batana
button-hole	kAja
buy	KarIxa
buzz	BanaBanAhata
by	samIpa
by-law	upaviXi
by-pass	kawarA
by-product	upaPala
cabin_cruiser	vihAra_kA_motarabota
cable	kebala
cage	piMjadA
calculate	gaNanA_kara
calculating	mawalabI
call	pukAra
call_by	jAwe-jAwe_mila
call_down_on	gussA_xilAnA
call_for	jarUrawa_ho
call_forth	xiKA
call_in	bulA
call_off	banxa_kara
call_out	bulA
call_up	telIPona_kara
call_upon	nimaMwriwa_kara
calling	vyavasAya
calm	SAnwa
camouflage	CaxmAvaraNa
camp	padAva
campaign	aBiyAna
can	kEna
cancel	raxxa_kara
cane	beMwa
canker	nAsUra
cant	gaMvAra
canton	paraga
cap	topI
capable	samarWa
caper	kUxa
capital	badA_akRara
capitalist	pUzjIpawi
captain	kapwAna
captive	kExa_kiyA_huA
cardinal	muKya
care	paravAha
career	peSA
careful	cOkasa
careless	beparavAha
caricature	hAsya_ciwra
carmine	lAla_raMga
carol	Ananxa_kA_gIwa
carp	wAlAba_kI_badI_maCalI
carpet	kAlIna
carry	le_jAnA
carry-on	Age_baDA
carry_away	uwwejiwa_ho
carry_back	smaraNa_kara
carry_forward	Age_le_jA
carry_off	jIwa
carry_on	bahasa_kara
carry_out	pUrNa_kara
carry_over	Age_kelie_tAla
carry_through	kaTina_samaya_meM_kisI_kI_sahAyawA_kara
cart	CakadA_gAdI
carve	kAta_kara_ciwra_banA
cash	rokada
cashier	rokadiyA
cast	nAtaka_yA_Pilma_ke_kalAkAra
casting	DalAI
cat	billI
catalogue	nAmAvalI
catch	pakada
cause	kAraNa
caustic	kRAraka
caution	cewAvanI
cave	guPA
cave_in	anxara_kI_ora_gira
ceiling	BIwarI_Cawa
cement	sImeMta
censor	nirIkRaka
censure	niMxA
certain	niSciwa
certificate	pramANapawra
certificated	pramANiwa_kiyA_huA
chafe	ragada
chaff	CilakA
chagrin	JuMJalAhata
chain	SrqMKalA
chair	kursI
chalk	KadiyA
challenge	cunOwI
chance	saMyoga
change	parivarwana
chant	japa_kara
chap	ladakA
chaperon	cOkasI_karanevAlI_swrI
characteristic	viSeRa
characterstic	viSeRa_guNa
charge	AkramaNa
charm	manoharawA
charter	rAjapawra
chase	pICA_kara
chat	gapaSapa
chatter	cIM-cIM_kI_AvAja
cheap	saswA
cheat	Taga
check	acAnaka_roka
check-on	jAzca_kara
check-up	jAzca
check_in	nAma_xarja_kara
check_into	nAma_xarja_kara
check_off	sahI_kA_cihna_lagA
check_on	sawya_kI_jAzca_kara
check_sth_out	jAzca_kara
check_up	jAzca_kara
checked	cAraKAne_vAlA
checked_out	bila_Barakara_jagaha_KAlI_kara
cheerful	harRiwa
chemical	rasAyanika
chest	CAwI
chestnut	BUrA
chew	cabA
chicken	murgI
chief	muKya
childhood	bacapana
chilly	TaNdA
chime	JaMkAra
chink	KanakanA-KanakA
chip	tukadA
chisel	CenI
chit-chat	gapaSapa_kara
choose	cuna
chop	kAta
chopstick	cOYpastika
chronicle	iwihAsa
chuck	beparavAha_PeMka
chuckle	xabI_huI_hazsI
chum	sAWI
churn	maWane_kI_nAxa
circle	vqwwa
circular	vqwwIya
civil	nAgarika
civil-marriage	rajistarda_SAxI
clad	DakA_huA
cladding	AcCAxiwa_kara
claim	xAvA_kara
clam	eka_prakAra_kA_GoMGA
clam_up	cuppI_raKa
clamour	kolAhala
clamp	kIlaka
clap	wAlI
clash	takarA
clasp	bakkala
class	varga
classic	sarvocca_koti_kA
classical	SAswrIya
classical_music	SAswrIya_saMgiwa
classified	vargIkqwa
classify	vargIkqwa_kara
clatter	KadaKada_kI_AvAja_kara
claw	paMjA
clean	svacCa
clean-up	saPAI
clean_down	sAPa_kara
clean_from	ganxagI_nikAla
clean_off	ganxagI_nikAla
clean_out	corI_kara
clean_up	svacCa_ho
cleaning	saPAI
clear	spaRta
clear-cut	spaRtawaH
clear_away	hatA_le
clear_off	BAga_jA
clear_up	sulaJA
cleave	xviKaMdiwa_kara
clever	cawura
click	klika_kara
cliff-hanger	anwa_aniSciwa_vAlA_nAtaka
climb	caDa
cling	kasakara_lipata_jA
clinging	SarIra_se_cipakA_huA
clink	tana-tana_kI_AvAja
clip	klipa
clip-on	kisI_se_baMXA_huA
cloak	labAxA
clobber	burI_waraha_pIta
clock	GadI
clockwise	GadI_kI_suI_kI_xiSA
clog	lakadI_ke_cappala
cloister	ekAnwasWala
cloistered	ekAnwavAsI
clone	hUbahU
clonk	Xvani
close	pAsa
close-fitting	kasA_huA
close-knit	milajulakara
close-set	satA_huA
close-up	badA_evaM_pAsa
close_around	AliMgana_kara
close_down	samApwa_kara
close_in	CotA_ho
close_over	AliMgana_kara
close_round	AliMgana_kara
close_up	banxa_kara
close_with	Amane_sAmane_ho
closed	banXA_huA
closet	alamArI
closing_date	anwima_wiWi
clothe	vaswra_pahanA
clothes	vaswra
clothing	vaswra
clout	GUzsA
clown	jokara
cloying	ubAne_vAlA
cloze_test	kloja_testa
club	klaba
cluck	kudakudA
clump	gucCA
cluster	gucCA
clutch	pakada
clutter	avyavasWiwa
co-respondent	saha-uwwaravAxI
co-star	sahanAyaka
coach	basa
coal-black	koyale_jEsA_kAlA
coal_gas	koyale_se_nikalI_gEsa
coal_tar	dAmara
coast	samuxra_wata
coat	kota
coax	manA
coaxing	manA
cobble	Cote_pawWara
cock	murgA
cock-a-hoop	bahuwa_sanwuRta
cock-eyed	teDA
cock-up	bigAda
cock_crow	subaha
cocoon	koyA
code	kUta_saMkewa
coed	sahaSikRA
coffee-house	kOYPI-hAusa
coffee-table_book	samaya_biwAne_kelie_kiwAba
coffee_bar	jalapAnagqha
coffee_break	maXyavakASa
coil	lapeta
coin	sikkA
cold	TaMdA
cold-blooded	TaMde_KUnavAlA
cold-hearted	hqxayahIna
cold_chisel	eka_prakAra_kI_CenI
cold_cream	camade_para_lagAne_kA_lepa
cold_cuts	pakA_huA_TaMdA_goSwa
cold_frame	SISe_se_DakA_huA_lakadI_kA_DAzcA
cold_shoulder	jAnabUJakara_XyAna_na_xe
cold_snap	acAnaka_alpa_samaya_kelie_TaMda_pada
cold_sore	muzha_ke_CAle
cold_storage	SIwAgAra
cold_sweat	pasInA_pasInA_ho
cold_war	SIwa_yuxXa
collapse	tUtakara_gira_jA
collar	garaxanI
collar-bone	hazsalI
collect	saMgrahIwa_kara
collective	sAmUhika
collective_noun	samUhavAcaka_saMjFA
collision_course	mawaBexa_lAne_vAlA_kArya
colonial	upaniveSI
colour	raMga
comb	kaMGA
combat	yuxXa
combine	mila
come	A
come-along	Age_baDa
come-on	A
come-to-light	prakASa_meM_A
come_across	acAnaka_mila
come_along	prowsAhana_kara
come_at	AkramaNa_kelie_Age_A
come_back	Pira_se_A
come_by	kuCa_pA
come_down	gira
come_down_on	bahuwa_ninxA_kara
come_down_with	pIdiwa_ho
come_for	AkramaNa_kara
come_forward	sahAyawA_praxAna_kara
come_in	A
come_into	virAsawa_meM_pA
come_off	saPala_evaM_praBAvaSAlI_ho
come_on	SAbASa
come_out	bAhara_A
come_through	saPalawA_se_nikala_jA
come_up	bIca_meM_A
comfort	ArAma
coming	BAvI
command	SAsana
comment	tIkA-tippaNI
commercial	vyApArika
commission	Ayoga
common_multiple	samApavarwya
compact	gaTA_huA
company	kampanI
comparable	wulanIya
comparative	wulanAwmaka
compatible	anurUpa
competent	samarWa
complete	pUrA
complicate	ulaJA
complicated	ulaJA_huA
compliment	praSaMsA
component	AMSika
composite	sammiSra
compound	miSraNa
compromise	samaJOwA
concentrate	XyAna_xe
concern	cinwA
concerned	saMbanXiwa
concerning	ke_bAre_meM
concrete	Tosa
conduct	AcaraNa
confederate	sAWa_meM_kAma_karanevAlA
confer	parAmarSa_kara
confess	xoRa_svIkAra_kara
conflict	viroXa
congested	saMkuliwa
conjecture	anumAna
conjure	jAxU_kara
conscious	sacewa
consecrate	arpaNa_kara
consecrated	arpiwa
consent	anumawi
conserve	murabbA
consider	vicAra_kara
considerable	bahuwa_aXika
considering	XyAna_meM_raKa_kara
consist	yukwa_ho
consistent	eka_sA
consort	pawnI
constant	aparivarwanaSIla
consummate	uwkqRta
contained	saMwuliwa
contemporary	samakAlIna
contempt_of_court	nyAyAlaya_ke_AxeSa_kI_avahela
contend	vivAxa_kara
content	sanwoRa
contented	saMwqRta
contest	prawiyogiwA
contigent	tolI
continent	AwmasaMyamI
contingent	Akasmika
continue	jArI_raha
contort	EMTa
contorted	EMTIhuI
contour	AkAra
contoured	nirXAriwa_kI_huI_rUpareKA
contract	karAranAmA
contrary	viparIwa
contrast	viroXa
contribute	sahayoga_xe
contrive	yukwi_nikAla
contrived	kAlpanika
control	niyaMwraNa
controlled	niyanwriwa
convene	ekawra_honA
convenient	suviXA_janaka
converse	viparIwa
convert	paraXarma_avalaMbI
convey	le_jA
convict	xoRI
convince	viSvAsa_karavA
convincing	niScayAwmaka
convoy	vAhanoM_kI_tolI
cook	rasoiyA
cookery_book	pAka_kalA_kI_puswaka
cooking	KAnA_pakAne_kI_viXi
cool	SIwala
coop	xadabA
cooper	xadabA_banAne_vAlA
coordinate	nirxeSAMka
coordinate_clause	saMyukwa_vAkya
coordinated	samanviwa
cop	pulisa_OPisara
cope	pAxarI_kA_cogA
coping	muNdera
copy	prawilipi
copyright	prakASanAXikqwa
coral	mUMgA
cordial	sOhArxapUrNa
cordon	GerA
cordon_off	GerA
corn-cob	makaI_ke_peda_kA_UparI_hissA
corn_circle	Pasala_kA_GerA
corn_exchange	vaha_sWAna_jahAz_makaI_becA_jAwA_hE
corn_pone	makaI_kI_rotI
corned_beef	namaka_lagAkara_raKA_huA_goSwa
corner_shop	CotI_sI_xukAna
cornish_pasty	KAne_kA_sAmAna_jisa_meM_pestrI_BarA_hO
coronary_artery	hqxaya_waka_rakwa_pahuzcAne_vAlA
corporal	senA_kA_CotA_aXikArI
corporate	nigama_se_sambanXiwa
corps	senA_kI_palatana
corral	ahAwA
correct	sahI
corrective	suXAra_ke_liye
correspond	anurupa_ho
corresponding	jo_samawulya_ho
corrupt	BraRta
cosmetic	kAMwi_varXaka
cosmic	lOkika
cost	mUlya
cost-benefit	lABa_kA_anumAna_lagA
cost-cutting	Karca_meM_kamI
cost-effective	lAgawa_se_aXika_PAyaxA
cotton	kapAsa
couch	KAta
couch_potato	tI.vI_xeKawe_hue_Gara_para_samaya_biwAne_vAlA_vyakwiY
cough	KAzsI
could	kyA
council-chamber	kamarA_jisameM_pariRaxa_kI_bETaka_howI_hEM
council_estate	pariRaxa_xvArA_banAyA_gayA_Gara
counsel	parAmarSa
counselling	salAha_xe
count	gaNanA
countenance	muKAkqwi
counter	prawikUla
counter-attack	prawyAkramaNa
counter-claim	prawixAvA
counter-fire	prawikAraka_Aga
counter-intelligence	viSeRa_guwpacara_sevA_jo_Sawru_ke_guwpacaroM_ke_prayAsoM_ko_viPala_kara_xewI_hE
counter-productive	vqxXiroka
counter-revolution	krAMwi-viroXa
counter-revolutionary	krAnwi_viroXI
counter-tenor	puruRa-svara_ke_viruxXa
counterbalance	prawiBAra
counterfeit	jAlI
countervailing	barAbarI
country-man	xeSavAsI
country-wide	sampUrNa_xeSa
country_club	eka_prakAra_kA_klaba
country_dance	loka-nqwya
county_clerk	praxeSa_klarka
county_council	praxeSa_kA_SAsana_pariRax
county_court	sWAnIya_nyAyAlaya
county_town	kAuNtI_praSAsana_kA_aXiRTAna
couple	yugala
coupling	yugmana
course	korsa
court	xarabAra
cover	Dakkana
covert	CipA_huA
cow	gAya
cow-pat	gobara_kA_Dera
cowed	darA_huA
cowl	sira_Dazkane_kA_kapadA
cowling	iMjana_kA_Dakkana
crab	kekadA
crab-apple	jaMgalI_seba_kA_peda
crabbed	liKAI_jo_paDI_na_jA_sake
crack	xarAra
crack-down	kadI_kAryavAhI
cradle	hiMdolA
cram	TUzsa
cramp	EMTana_kI_pIdA
crane	sArasa
crap	mala_ganxagI_Axi
crash	XamAkA
crate	sAmAna_le_jAne_kI_petI
crater	jvAlAmuKI_pahAda_kA_muzha
craven	darapoka
crawl	reMganA
craze	bAvalApana
crazy	pAgala
cream	malAI
crease	sikudana
credit	uXAra
creep	reMga
creeping	XIre-XIre_AsAnI_se_jFAwa_na_ho
crescent	varXamAna
crest	kalagI
crew	nAvikagaNa
crib	nAMxa
cricket-bat	kriketa_kA_ballA
criminal	AparAXika
crimson	weja_lAla_raMga_kA
cringe	xubakanA
crinkle	silavata
cripple	laMgadA_manuRya
crisp	kurakura
criss-cross	AdA-wiraCA
critical	vivecanAwmaka
croak	tarra-tarra_kI_AvAja
crochet	kroSiyA_kA_kAma
crocodile_tears	magaramacCa_ke_AzsU
crook	XoKebAja
crooked	vakra
crop	pExAvAra
crop-up	acAnaka_uwpanna_ho
crop_circle	Kewa_ke_bIca_me_gola_GerA_jahAz_jamIna_capatI_ho_jAwI_hE
cross	AdA
cross-border	sImA_pAra
cross-breed	saMkaraNa_kara
cross-check	viviXa_prakAra_se_jAzca_kara
cross-country	kRewrapAra
cross-cultural	viBinna_saMskqwiyoM_kAra
cross-current	krOYsa_karenta
cross-dressing	eka_xUsare_ke_vaswra_pahana
cross-examine	jiraha_kara
cross-eyed	BeMgA
cross-fertilize	para-saMsecana_kara
cross-hatch	AdI-wiraCI_lakIroM_se_reKAMkana_kara
cross-legged	pAlaWI_mAre_hue
cross-ply	Ade_wiraCe_XAgoMvAlA
cross-question	jiraha_kara
cross-reference	prawinirxeSa
cross-section	anuprasWa_kAta
cross-stitch	eka_prakAra_kI_kaDAI
crouch	xubaka_ke_bETa
crouched	xubaka_ke_bETA_huA
crow	kOA
crowd	BIda
crowded	BIda_vAlA
crown	rAjamukuta
crowning	samApana
crucial	saMkatapUrNa
crude	aSoXiwa
cruise	samuxrI_yAwrA
cruise_control	weja_niyanwraM_maSIna
cruise_missile	parikalaka_saMcAlaka_kRepyAswra
crumble	ovanapAka_Pala_vyaMjana
crumple	silavateM_dAla
crunch	carvaNa_kara
crusade	XarmayuxXa
cry	cIKa
crystal-gazing	BaviRyavANI_karane_kA_aByAsa
crystal_clear	suspaRta
crystallized	ravexAra_huA
cuckoo_clock	kUka_karane_vAlI_GaMtAGadI
cuddle	gADa_AliMgana
cuff	kaPa
cul-de-sac	baMxa_galI
cultivate	KewI_kara
cultivated	sAMskqwika
culture	saMskAra
culture_shock	sAMskqwika_XakkA
cultured	susaMskqwa
cunning	cAlAka
cup	pyAlA
cup-cake	kapa_keka
cup_final	kapa_vijewA
curb	roka
cure	cikiwsA
curl	lata
curling	eka_prakAra_kA_barPa_kA_Kela
current	varwamAnakAlika
current_account	cAlU_KAwA
current_affairs	sAmayika_GatanAez
curriculum_vitae	peSA
curry_powder	masAlA
curse	SApa
curtain	parxA
curve	vakra_reKA
cushion	gaxxI
custard_pie	sekA_huA_kastArda_vyaMjana
custom-built	nirxeSa_nirmiwa
cut	kAta
cut-throat	nirmama_prawiyogiwA
cut_a_figure	svayaM_ko_xiKA
cutting	kawarana
cutting_edge	vikAsa_kI_ucca_avasWA
cycle	sAikila
cycling	sAikila_calAne_kI_krIdA
cystic_fibrosis	SvAsa_avayava_meM_saMkramaNa
dab	WapakI
dabble	UparI_DaMga_se_kara
daily	xEnika
dainty	rucira
dam	bAzXa
damage	hAni
damp	nama
dance	nAca
dancing-girl	nqwyAMga
dandy	bAzkA
dapple	ciwakabarA
dappled	ciwakabarA
dare	sAhasa_kara
daring	sAhasI
dark	sAzvalA
darken	kAlA_ho_jA
dart	BAlA
dash	PurwI
dashing	sAhasI
date	wiWi
daub	BaxxA_raMgA_huA_ciwra
daunt	niruwsAhiwa_kara
dawn	uRAkAla
day-dream	xivAsvapna
dazzle	cakAcOMXa_kara
de-escalate	wIvrawA_kama_kara
de-escalation	wIvrawA_meM_kamI
de-escalatory	wIvrawA_meM_kamI_karanevAlA
de-ice	barPa_rahiwa_kara
de_trop	anacAhA
dead	mqwa
deal	dIla
dear	priya
dear_bought-experience	Koke_sIKanA
death-bed	mqwyu_SayyA
debate	bahasa
debit	vyaya_pakRa_ora_kA_leKa
decay	kRaya
decease	mrqwyu_pA
deceased	mqwa
december	xisambara
deceptive	kapatapUrNa
deci-	xasavAz_hissA
decide	niScaya_kara
decided	niSciwa
decimal_point	desImala_biMxu
deck	deka
deck_Chair	JUlA
declare	GoRiwa_kara
declared	GoRiwa
decline	manA_kara
decoy	PazsAne_vAle_jAnavara_yA_cidiyA
decrease	GatanA_yA_GatA
decree_absolute	nyAyAlaya_kA_AxeSa
dedicate	samarpiwa_kara
dedicated	samarpiwa
deed_of_Convenant	xAnapawra
deed_poll	eka_pakRIya_vileKa
deep	gaharA
deep-Water	gaharA_pAnI
deep-freeze	himIkaraNa
deep-fry	wela_meM_dubA_ke_wala
deep-rooted	gaharA
deep-seated	suxqDa
deep-set	gaharAI_lie_hue
deep_down	asaliyawa_meM
defacto	vaswuwa
default	anupasWiwi
defeat	harA
defile	xURiwa_kara
deform	vikqwa_ho
deformed	vikqwa
degenerate	kRaya_ho
degrade	paxAvanawa_kara
degrading	nyUna
deja-vu	pahale_na_Gatiwa_ke_Gatane_kA_ABAsa
dejected	xuHKI
delay	xerI_kara
deliberate	suvicAriwa
deliberation	vicAra_vimarSa
delicate	nAjuka
delicious	svAxiRta
delight	KuSI
delighted	Ananxiwa
delinquent	AparAXika
delirious	behoSa
deliriously_happy	KuSI_se_pAgala_ho_jA
delivery	praxawwa
delivery_note	dilivarI_nota
deluge	pAnI_kI_bADa
demand	mAzga
demand_bill	dimAMda_bila
demand_loan	dimAMda_lona
demand_note	dimAMda_nota
demanding	mAzgoM_se_BarA
demean	nIcA_xiKA
demeaning	gOrava_kama_ho
demented	pAgala
demonstrative	BAvapraxarSaka
demure	EwarAja
denatured	vikqwa
dense	Ga
dent	gadDA
depart	se_hata
depart_from	hata
depend	nirBara_kara
deport	nirvAsiwa_karanA
depose	sAkRI_xe
deposit	Xarohara
depressive	xabAvapUrNa
deprive	vaMciwa_kara
deprived	vaMciwa
deputy	prawiniXi
derange	gadabada_kara
deranged	pAgala
derive	prApwa_kara
descend	uwara
descend_upon	acAnaka_A
desert	regiswAna
desert-dry	regiswAna_kI_waraha_sUKA
deserted	vIrA
deserve	yogya_ho
deserving	yogya
design	banAvata
designate	paxanAmiwa
designing	cAlAka
desire	icCA
desist	roka_lagA
desolate	ujAda
despair	nirASA
desperate	nirASa
despite	bEra
destined	niyawavAlA
destined_for	kA_ganwavya
destitute_of	se_rahiwa
detach	pqWaka_kara
detached	alaga_
detail	byOrA
detailed	vyOrevAra
detective	jAsUsI
determine	nirXAraNa_karanA
determined	kqwasaMkalpa
detract	kalaMkiwa_ho
devastate	ujAda
devastating	ujAdane_vAlA
develop	vikasiwa_kara
developed	vikasiwa
developing	vikAsaSIla
device	upakaraNa
devil	SEwAna
devote	samarpiwa_kara
devoted	vaPAxAra
dictate	AjFA
die	mara
die_like_flies	mqwyu_ho
different	alaga
diffuse	PElA_huA
dig	KoxAI
digest	nIwi_saMgraha
dilapidated	jIrNa-SIrNa
dilute	pawalA_kara
dim	XuMXalA
diminutive	awi_CotA
din	Soragula
ding_dong	GaNtI_kI_AvAja
dining-room	Bojana_kakRa
dip	dubA
direct	sIXA
disaffected	asaMwuRta
disagree	asahamawa_ho
disastrous	xurGatanApUrNa
discipline	anuSAsana
discontent	asanwuRta_ho
discontented	asanwuRta
discontinue	jArI_na_rahanA
discount	CUta
discourse	pravacana
discredit	baxanAmI
disdain	avahela
disenchanted	amohaka
disfavour	napasanxagI
disgrace	kalaMka
disguise	BeRa
disgust	GqNA
dish	WAlI
dishevel	aswa_vyaswa_kara_xe
dishevelled	biKare_bAloM_vAlA
dishonour	apamAna
disinclined	anicCuka
disinterested	svArWarahiwa
disjointed	joda_alaga_kara
dislike	aruci
dismay	wraswa
dispense	bAzta
dispirit	mana_woda
dispirited	uxAsIna
dispiriting	uxAsIna
displease	nArAja_kara
dispose	TIka_raKa
dispose_of	nipatA
disposed	kuCa_karane_kelie_wEyAra
dispute	vivAxa_kara
disregard	anAxara
dissatisfied	asanwuRta
dissent	asahamawi
dissipate	xUra_kara
dissipated	xurvyasanI
distance	xUrI
distinct	Binna
distinction	anwara
distinguish	alaga_kara
distract	XyAna_KIMca
distrust	aviSvAsa
disturb	viGna_pada
ditto	vahI
dive	dubakI
diverge	alaga_alaga_ho
divert	modanA
divine	BaviRyavANI_kara
divorce	walAka
do	kara
dock	GAta
document	leKya_pawra
dog	kuwwA
dogged	haTI
dole	xAna
domestic	GarelU
don	mahASaya
dose	KurAka
doss_house	rEna_baserA
dot	binxu
dote_on	behaxa_pyAra_kara
dotted_line	binxuoM_kI_reKA
double	xugu
double-barrelled	xonAlI
double-bass	xoharI_gUzja
double-book	xo_nAmoM_para_ArakRiwa_kara
double-cross	XoKA_xe
double-dacker	xoharI_Cawa_kI_gAdI
double-edged	xoharI_XAravAlA
double-entendre	xoharA_mawalaba
double-park	samAnAnwara_gAdI_KadI_kara
double-quick	xuganI_gawi_se
double-take	XImI_prawikriyA
double_-_check	acCI_waraha_se_cEka_kara
double_act	aBinewA_yugala
double_agent	xo_xuSmana_xeSoM_kA_gupwacara
double_bill	xoharA_praxarSana
double_bluff	saca_ko_JUTa_jEsA_kaha
double_breasted	eka_KAsa_waraha_kA_kota_yA_pEketa
double_chin	xoharI_TuddI
double_cream	motI_malAI
double_dealer	xoharI_cAla_calanevAlA
double_figure	xoharA_aMka
double_glaze	judavAz_kAzca
double_jointed	lacIle_jodavAlA
double_life	xoharA_jIvana
double_standards	xohare_mApaxaNda
double_talk	xohare_mawalaba_vAlI_bAwa
double_time	xuganI_majaxUrI
doubt	saMxeha
dovetail	cUla
down	nIce
down's_syndrome	dAunsa_sindaroma
down-hearted	uwsAhahIna
doze	UzGa
dozen	xarjana
draft	drAPta
drain	nAlI
dramatis_personae	kisI_nAtaka_ke_pAwra
draw	ciwra_banA
draw-back	kamI
draw-bridge	KIMca_kara_pula_ko_bazxa_karane_vAlA_waKwA
draw_string	WElA_Axi_bazxa_karane_kI_dorI
draw_up	KAkA_wEyAra_kara
drawing	ciwrakArI
drawing-board	drOYiMga_borda
drawing-pin	pina
drawing_room	bETaka
drawl	gunagunAwe_hue_bola
dread	Baya
dream	svapna
dream-land	sapanoM_kA_xeSa
dream-like	sapanA_sA
dress	libAsa
dress-rehearsal	asalI_So_ke_pUrva_aByAsa
dressed	ABURiwa
dressing	kapadA_pahana
dressing_down	dAzta_PatakAra
dressing_gown	rAwa_ke_kapadoM_para_pahanA_jAne_vAlA_kota
dressing_room	kapade_baxalane_kA_kamarA
dribble	tapakana
drift	bahAva_saMvahana
drift-net	pravAhI_jAla
drill	Cexa_karane_vAlI_maSIna
drink	peya_yA_Sarabawa
drinking	peya_paxArWa
drip	tapakanA_yA_tapakA
dripping	bahuwa_gIlA
drive	hAzka
drizzle	bUMxA_bAMxI
drone	AvAja
drop	bUzxa
drop_like_flies	mqwyu_ho
drown	dUba
drub	TokanA
drubbing	TukAI
drug	xavA
drum	Dola
drunk	mawwa
dry	sUKA
dub	upAXi_xe
duck	bawaKa
due	xeya
duel	xvaMxa_yuxXa
dull	suswa
dump	Dera
dun	XuMXalA
dupe	BolA
duplicate	prawi
dust	XUla
dwell	para_vicAra_kara
dwindle	kRINa_ho_jA
dwindling	kRIyamAna
dye	raMga
dying	maraNakAlIna
dynamic	gawiSIla
each	hara
each_other	anyonya
each_way	xono_waraPa
eager_beaver	uwsuka
eagle_eye	weja_nigAha_vAlA
ear-drop	kAna_meM_dAlane_kI_ORaXi
early	AraMBa_kA
early_warning	KawaranAka_sWiwi_kI_pUrvasUca
earnest	wawpara
earth	pqWvI
ease	ArAma_kA
east	pUrvI
eat	KA
ebb	BAtA
ebony	AbanUsa
echo	prawiXvani
eclipse	grahaNa
eco-	parisWiwi_sambanXiwa
economic	arWaSAswrIya
eddy	BaMvara
edge	XAra
editorial	sampAxakIya
educate	SikRA_praxAna_kara
educated	SikRiwa
eerie	darAvanI
effect	praBAva
egg	aNdA
eight	ATa
eighteen	aTAraha
eighty	assI
eject	balapUrvaka_bAhara_ho
ejector_seat	bAhara_nikalane_kI_kursI
eke	KIMca_lenA
elaborate	viswAra_se_kiyA_huA
elastic	lacIlA
elate	praPulliwa_kara
elder	jyeRTa
elect	nirvAciwa
electioneering	cunAva_ke_lie_nirvAcana_kara
electric	bijalI_kA
electron_microscope	ilektrAna_sUkRmaxarSI
electronic_mail	ilEktrAnika_dAka
electroplated	bijalI_xvArA_mulammA_caDA
elementary_particle	mUlakaNa
elementary_school	prAramBika_vixyAlaya
elevate	UcAz_uTA
elevated	uccaswarIya
eleven	gyAraha
elided	svara_kA_lopa_ho
eligible	yogya
emaciated	xubalA
embark	caDa
embattled	pareSAniyoM_se_GirA
embrace	AliMgana
embroil	ulaJa
empty	SUnya
enamel	mInAkArI_kara
encore	Pira_xuharAne_kA_kahAva
encounter	ladAI
endear	priya_ba
enervate	WakA
enervated	Wake_hue
engage	vyaswa_ho
engaging	ramaNIya
engineer	iMjIniyara
engineering	kala_banAne_kI_vixyA
engrave	Koxa
engraving	XAwu-lakadI_Axi_para_ciwra_Koxane_kI_vixyA
enjoy	Ananxa_uTA
enlarge	baDA
enough	paryApwa
entail	apekRA_kara
entangle	ulaJA
enter	praveSa_kara
envy	IrRyA
epic	mahAkAvya
epoch_making	yugAnwarakArI
equally	samAna_rUpa_se
equi-	samAna
equivalent	barAbara
erect	sIXA_KadA
escape	CutakArA
escort	rakRaka
essay	nibaMXa
esteem	Axara
estimate	mUlya_kA_anumAna
estrange	alaga_kara_xenA
estranged	alaga_raha_rahe
et_al	waWA_anya
etch	uwkIrNa_kara
